,domain,url,urlType,T_totalTweets,T_totalRetweets,T_totalLikes,T_totalReplies,T_span,T_countWeekDay,T_countWeekEnd,T_countMonday,T_countTuesday,T_countWednesday,T_countThursday,T_countFriday,T_countSaturday,T_countSunday,T_avgTimeBetweenTweets,T_avgTimeOfNextTweet,T_timeAbsBin1count0to6,T_timeAbsBin2count6to12,T_timeAbsBin3count12to18,T_timeAbsBin4count18to24,T_timeAbsBin5count24plus,T_avgTweetsPerUniqUser
0,nutritionfacts.org,https://nutritionfacts.org/audio/fighting-fatigue/,Reliable,2,26,70,0,5651.25,1,1,0,0,1,0,0,0,1,5651.25,5651.25,1,0,0,0,1,1
1,nutritionfacts.org,https://nutritionfacts.org/audio/new-thoughts-on-a-healthy-weight/,Reliable,1,26,61,1,-1,1,0,0,0,0,0,1,0,0,-1,-1,1,0,0,0,0,1
2,nutritionfacts.org,https://nutritionfacts.org/audio/the-latest-on-childrens-health/,Reliable,2,24,62,1,5.333333333,2,0,0,0,0,0,2,0,0,5.333333333,5.333333333,2,0,0,0,0,1
3,nutritionfacts.org,https://nutritionfacts.org/audio/beans-beans-the-truth-about-lectins/,Reliable,8,20,44,3,18664.18333,8,0,0,1,0,6,1,0,0,2666.311905,7235.495238,1,1,1,0,5,1
4,nutritionfacts.org,https://nutritionfacts.org/audio/new-research-on-cholesterol/,Reliable,5,38,93,2,11813.53333,2,3,1,0,0,0,1,3,0,2953.383333,3708.545833,3,0,0,0,2,1
5,nutritionfacts.org,https://nutritionfacts.org/audio/dealing-with-eczema/,Reliable,1,11,26,0,-1,1,0,0,0,0,0,1,0,0,-1,-1,1,0,0,0,0,1
6,nutritionfacts.org,https://nutritionfacts.org/audio/womens-health-the-best-diet-for-fibroids/,Reliable,2,21,33,0,-1,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1
7,nutritionfacts.org,https://nutritionfacts.org/audio/diet-and-autism/,Reliable,8,25,49,3,11775.78333,7,1,1,0,1,0,5,1,0,1682.254762,4961.745238,3,1,0,0,4,1
8,nutritionfacts.org,https://nutritionfacts.org/audio/do-we-need-an-annual-check-up/,Reliable,5,8,32,1,1482.616667,4,1,0,3,0,0,1,0,1,370.6541667,559.8333333,2,1,0,0,2,1
9,nutritionfacts.org,https://nutritionfacts.org/audio/your-brain-on-cell-phones/,Reliable,5,0,4,0,7727.066667,1,4,0,1,0,0,0,4,0,1931.766667,3871.295833,2,0,0,0,3,1
10,nutritionfacts.org,https://nutritionfacts.org/audio/is-your-toothpaste-safe/,Reliable,3,37,68,0,22.35,3,0,0,0,0,0,3,0,0,11.175,11.19166667,2,0,0,1,0,1
11,nutritionfacts.org,https://nutritionfacts.org/audio/dr-gregers-daily-dozen/,Reliable,7,28,76,2,7387.316667,6,1,0,0,0,2,4,1,0,1231.219444,3313.083333,2,0,0,0,5,1.75
12,nutritionfacts.org,https://nutritionfacts.org/audio/to-pee-or-not-to-pee/,Reliable,2,14,41,0,506.5666667,2,0,0,0,0,1,1,0,0,506.5666667,506.5666667,1,0,0,0,1,1
13,nutritionfacts.org,https://nutritionfacts.org/2015/08/13/how-walnuts-can-improve-artery-function/,Reliable,2,1,2,2,4434.316667,1,1,0,0,1,0,0,1,0,4434.316667,4434.316667,1,0,0,0,1,1
14,nutritionfacts.org,https://nutritionfacts.org/2014/08/14/how-the-meat-industry-designed-a-highly-misleading-study/,Reliable,1,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1
15,consortiumnews.com,https://consortiumnews.com/2015/08/19/the-honduran-coups-ugly-aftermath/,Reliable,90,24,13,5,11607.38333,83,7,3,3,60,9,8,3,4,130.4200375,1216.87191,1,0,0,0,89,1.084337349
16,christianpost.com,https://www.christianpost.com/news/veggietales-creator-bankruptcy-humbled-me-killed-my-idol-50119/,Reliable,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1
17,consortiumnews.com,http://www.consortiumnews.com/2010/121710.html,Reliable,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1
18,consortiumnews.com,http://www.consortiumnews.com/2011/020611.html,Reliable,6,0,0,0,17041.58333,5,1,1,1,0,2,1,1,0,3408.316667,4279.61,2,0,0,0,4,1
19,consortiumnews.com,http://www.consortiumnews.com/2010/122910b.html,Reliable,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,0,1
20,consortiumnews.com,http://www.consortiumnews.com/2011/012911.html,Reliable,16,0,0,2,50636.53333,11,5,4,0,6,1,0,2,3,3375.768889,19200.50333,1,0,0,0,15,1.230769231
21,consortiumnews.com,https://consortiumnews.com/2013/12/17/judge-leons-dirty-climb-to-the-bench/,Reliable,9,40,35,2,8498.216667,8,1,4,1,0,0,3,1,0,1062.277083,1607.516667,3,0,0,0,6,2.25
22,consortiumnews.com,https://consortiumnews.com/2016/07/15/americas-unbridged-racial-divide/,Reliable,10,9,10,0,121.6333333,7,3,0,0,2,0,5,2,1,13.51481481,36.1,5,0,0,1,4,1
23,consortiumnews.com,https://consortiumnews.com/2017/12/11/russia-gates-litany-of-corrections/,Reliable,117,123,141,17,11933.96667,86,31,5,53,15,7,6,4,27,102.879023,1169.308764,26,0,0,0,91,1.158415842
24,consortiumnews.com,https://consortiumnews.com/2015/03/20/how-mandela-and-s-africa-were-freed-2/,Reliable,28,3,8,0,45.4,5,23,0,0,0,0,5,2,21,1.681481481,26.86358025,5,1,1,0,21,1
25,consortiumnews.com,https://consortiumnews.com/2011/11/09/who-is-judge-richard-leon/,Reliable,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,1
26,consortiumnews.com,https://consortiumnews.com/2014/07/08/turning-japan-back-toward-militarism/,Reliable,4,5,1,0,19944.26667,2,2,1,0,0,0,1,2,0,6648.088889,9409.472222,1,0,0,0,3,1
27,consortiumnews.com,https://consortiumnews.com/2015/08/31/ron-paul-and-lost-lessons-of-war/,Reliable,42,21,6,0,5637.566667,41,1,33,0,0,0,8,1,0,137.501626,3792.160163,3,2,1,2,34,1.05
28,consortiumnews.com,https://consortiumnews.com/2014/01/21/human-rights-watchs-syria-dilemma/,Reliable,2,0,4,1,16344.2,1,1,0,0,0,0,1,0,1,16344.2,16344.2,1,0,0,0,1,1
29,consortiumnews.com,https://consortiumnews.com/2014/01/24/mlk-and-the-curse-of-moderation/,Reliable,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,1
30,consortiumnews.com,https://consortiumnews.com/2013/01/17/the-iraq-war-surge-myth-returns/,Reliable,1,0,0,0,-1,1,0,0,0,0,1,0,0,0,-1,-1,1,0,0,0,0,1
31,consortiumnews.com,https://consortiumnews.com/2016/07/14/still-sabotaging-the-iran-nuke-agreement/,Reliable,11,3,1,0,10455.23333,8,3,0,0,0,5,3,1,2,1045.523333,1061.045,6,0,1,1,3,1
32,consortiumnews.com,https://consortiumnews.com/2013/04/18/the-power-of-false-narratives/,Reliable,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,0,1
33,consortiumnews.com,https://consortiumnews.com/2015/03/20/netanyahu-too-dishonest-by-half/,Reliable,37,11,1,0,61.43333333,4,33,1,0,0,0,3,10,23,1.706481481,20.87175926,10,2,1,0,24,1.027777778
34,consortiumnews.com,https://consortiumnews.com/2012/03/06/mother-of-the-sit-down-strike/,Reliable,4,14,23,0,21837.98333,3,1,0,0,0,1,2,0,1,7279.327778,14586.95,1,0,0,0,3,2
35,consortiumnews.com,https://consortiumnews.com/2011/06/11/teddy-roosevelts-bloodlust/,Reliable,4,1,1,1,34233.03333,4,0,1,2,1,0,0,0,0,11411.01111,32376.76667,1,0,0,0,3,2
36,consortiumnews.com,https://consortiumnews.com/2016/10/25/women-call-for-israel-palestine-peace/,Reliable,16,7,4,0,137.4833333,16,0,1,3,7,5,0,0,0,9.165555556,27.39777778,4,2,1,3,6,1.066666667
37,consortiumnews.com,https://consortiumnews.com/2013/03/29/the-two-views-of-jesuss-murder/,Reliable,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
38,consortiumnews.com,https://consortiumnews.com/2015/01/12/the-sorry-record-of-a-muslim-basher/,Reliable,30,22,12,1,234.0166667,30,0,0,17,7,5,1,0,0,8.06954023,35.86609195,5,2,6,4,13,1.2
39,consortiumnews.com,https://consortiumnews.com/2015/09/14/in-case-you-missed-52/,Reliable,30,0,1,0,26.43333333,30,0,0,29,1,0,0,0,0,0.911494253,1.623563218,29,0,0,0,1,1
40,consortiumnews.com,https://consortiumnews.com/2011/10/07/why-afghanistan-really-fell-apart/,Reliable,4,0,0,2,20222.2,2,2,1,0,1,0,0,0,2,6740.733333,11060.63889,1,0,0,0,3,1
41,consortiumnews.com,https://consortiumnews.com/2016/12/14/the-rise-of-white-racial-nationalism/,Reliable,13,6,4,5,156.2333333,12,1,0,0,2,8,2,0,1,13.01944444,40.67361111,1,2,0,3,7,1
42,consortiumnews.com,https://consortiumnews.com/2011/06/24/the-lie-behind-the-afghan-war/,Reliable,2,0,0,0,23621.58333,1,1,1,0,0,0,0,1,0,23621.58333,23621.58333,1,0,0,0,1,1
43,consortiumnews.com,https://consortiumnews.com/2018/01/11/trump-lashes-pakistan-over-afghan-war/,Reliable,10,2,4,0,7591.1,6,4,0,0,0,5,1,3,1,843.4555556,6442.507407,1,0,0,0,9,1.111111111
44,consortiumnews.com,https://consortiumnews.com/2017/12/22/why-loss-of-net-neutrality-hurts-democracy/,Reliable,27,19,21,1,2399.933333,11,16,2,0,0,1,8,11,5,92.30512821,139.7878205,9,3,2,2,11,1
45,consortiumnews.com,https://consortiumnews.com/2017/06/30/is-trump-making-up-syria-sarin-claims/,Reliable,29,46,29,7,5104.166667,16,13,4,2,2,0,8,13,0,182.2916667,2197.389286,7,2,3,1,16,1.035714286
46,consortiumnews.com,https://consortiumnews.com/2017/08/16/taking-nuclear-war-seriously/,Reliable,20,50,71,7,2018.35,20,0,1,2,1,15,1,0,0,106.2289474,141.5114035,9,1,3,1,6,1.052631579
47,consortiumnews.com,https://consortiumnews.com/2017/01/08/the-lefts-challenge-in-age-of-trump/,Reliable,7,7,3,2,1471.733333,6,1,0,0,2,0,4,0,1,245.2888889,616.3416667,2,1,1,0,3,1
48,consortiumnews.com,https://consortiumnews.com/2017/06/23/palestinians-still-demand-human-rights/,Reliable,21,47,27,2,805.8833333,15,6,3,3,0,1,8,4,2,40.29416667,74.93666667,7,3,1,1,9,1.166666667
49,consortiumnews.com,https://consortiumnews.com/2017/12/22/the-strangelovian-russia-gate-myth/,Reliable,57,24,31,5,12562.21667,25,32,7,4,2,5,7,22,10,224.3252976,315.3321429,5,6,5,6,35,1.096153846
50,consortiumnews.com,https://consortiumnews.com/2017/08/16/cataclysmic-risks-of-north-korean-crisis/,Reliable,20,19,11,3,4750.35,19,1,2,0,1,6,10,0,1,250.0184211,3907.326316,1,0,0,0,19,1.428571429
51,consortiumnews.com,https://consortiumnews.com/2017/01/09/europes-mixed-feelings-about-trump/,Reliable,13,5,1,0,1460.133333,11,2,0,0,2,0,9,0,2,121.6777778,363.6236111,5,4,0,0,4,1
52,consortiumnews.com,https://consortiumnews.com/2017/10/02/trumps-hurt-feelings-over-puerto-rico/,Reliable,6,4,8,1,5077.25,4,2,2,0,0,0,2,0,2,1015.45,2719.643333,1,0,0,0,5,1.2
53,consortiumnews.com,https://consortiumnews.com/2015/01/27/backdoor-scheme-against-net-neutrality/,Reliable,28,7,3,1,3021.85,27,1,1,7,13,5,1,1,0,111.9203704,142.3018519,6,0,1,2,19,1.037037037
54,consortiumnews.com,https://consortiumnews.com/2017/10/02/a-challenge-or-matching-grant/,Reliable,3,10,13,0,743.4166667,3,0,1,0,0,0,2,0,0,371.7083333,372.125,2,0,0,0,1,1
55,consortiumnews.com,https://consortiumnews.com/2017/10/02/galveston-biolabs-amid-global-warming/,Reliable,21,19,13,0,6889.233333,19,2,5,0,1,0,13,1,1,344.4616667,1451.425,1,0,0,0,20,1.166666667
56,consortiumnews.com,https://consortiumnews.com/2017/10/05/political-fig-leaf-after-las-vegas-slaughter/,Reliable,7,1,4,2,721.4833333,3,4,3,0,0,0,0,4,0,120.2472222,367.0527778,1,2,0,1,3,1
57,consortiumnews.com,https://consortiumnews.com/2017/10/03/pilger-criticizes-ken-burnss-the-vietnam-war/,Reliable,34,59,67,3,19523.25,31,3,20,0,5,2,4,1,2,591.6136364,2227.540909,3,0,0,0,31,1
58,christianpost.com,https://www.christianpost.com/news/what-are-the-8-types-of-jihad-former-radical-muslim-explains-179338/,Reliable,34,1029,1148,98,21663.78333,27,7,1,2,7,0,17,6,1,656.4782828,10593.64798,4,0,0,0,30,1.133333333
59,christianpost.com,https://www.christianpost.com/news/wikileaks-hillary-clinton-mock-evangelicals-and-conservative-catholics-podesta-email-palmieri-halpin-170718/,Reliable,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
60,christianpost.com,https://www.christianpost.com/news/first-named-larry-nassar-abuse-survivor-rachael-denhollander-preaches-gospel-to-disgraced-doctor-215129/,Reliable,5,17,30,2,55.08333333,3,2,0,0,0,2,1,1,1,13.77083333,26.77916667,2,1,0,0,2,1
61,christianpost.com,https://www.christianpost.com/news/evangelical-trump-supporters-are-betraying-their-values-russell-moore-says-145575/,Reliable,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1
62,christianpost.com,https://www.christianpost.com/news/left-behind-in-the-mainline-witnessing-within-the-united-methodist-church-131848/,Reliable,1,1,3,0,-1,1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,1
63,christianpost.com,https://www.christianpost.com/news/refugees-migrants-muslims-germany-attacks-jews-148653/,Reliable,1,0,0,2,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
64,christianpost.com,https://www.christianpost.com/news/women-are-committing-suicide-by-the-hundreds-to-escape-isis-sex-slavery-146990/,Reliable,15,18,12,1,121.6166667,14,1,3,0,0,0,11,1,0,8.686904762,95.70238095,3,0,0,0,12,15
65,christianpost.com,https://www.christianpost.com/news/florida-teacher-bans-cross-necklaces-in-class-promotes-lgbt-day-of-silence-181167/,Reliable,1,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1
66,christianpost.com,https://www.christianpost.com/news/children-must-be-taught-transgenderism-homosexuality-nursury-school-uk-teachers-say-181006/,Reliable,4,0,0,2,11144.96667,1,3,0,0,0,1,0,3,0,3714.988889,11144.53333,1,0,0,0,3,1.333333333
67,christianpost.com,https://www.christianpost.com/news/falling-out-of-love-does-not-justify-divorce-john-piper-212722/,Reliable,4,6,18,5,728.5666667,4,0,0,2,0,0,2,0,0,242.8555556,484.2111111,2,0,0,0,2,1
68,christianpost.com,https://www.christianpost.com/news/young-americans-cheat-on-spouses-less-often-than-older-americans-study-finds-190930/,Reliable,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,1
69,consortiumnews.com,https://consortiumnews.com/2016/04/10/would-a-clinton-win-mean-more-wars/,Reliable,121,30,38,15,8033.35,108,13,3,17,9,8,71,1,12,66.94458333,6011.924167,1,0,0,0,120,1.080357143
70,consortiumnews.com,https://consortiumnews.com/2016/04/01/cleaning-up-hillarys-libyan-mess/,Reliable,135,235,65,12,8044.1,125,10,63,5,12,28,17,6,4,60.03059701,2228.441791,41,0,0,0,94,1.40625
71,consortiumnews.com,https://consortiumnews.com/2016/04/02/how-israeli-propaganda-succeeds/,Reliable,49,13,11,4,27527.65,44,5,6,0,5,26,7,3,2,573.4927083,3199.583333,24,0,0,0,25,1.088888889
72,consortiumnews.com,https://consortiumnews.com/2015/11/12/fresh-twists-in-the-lockerbie-case/,Reliable,47,9,5,1,692.9,41,6,2,0,0,0,39,5,1,15.06304348,541.4355072,2,0,0,2,43,1.093023256
73,consortiumnews.com,https://consortiumnews.com/2015/11/12/new-pressures-for-mideast-peace/,Reliable,24,1,1,0,662.25,23,1,0,0,0,0,23,1,0,28.79347826,656.123913,1,0,0,0,23,1
74,consortiumnews.com,https://consortiumnews.com/2015/11/12/netanyahu-ups-the-us-ante/,Reliable,34,7,1,2,693.6666667,32,2,0,0,0,0,32,2,0,21.02020202,629.6757576,1,0,0,1,32,1
75,consortiumnews.com,https://consortiumnews.com/2015/11/11/separating-war-from-the-vets-2/,Reliable,27,8,5,1,717.2166667,27,0,0,0,23,0,4,0,0,27.58525641,58.71217949,23,0,0,0,4,1
76,consortiumnews.com,https://consortiumnews.com/2015/11/13/gulf-states-slip-out-of-war-on-isis/,Reliable,33,9,4,0,362.1166667,29,4,1,1,0,0,27,4,0,11.31614583,19.40104167,24,3,1,0,5,1.03125
77,consortiumnews.com,https://consortiumnews.com/2015/11/11/rubios-big-time-military-build-up/,Reliable,30,3,2,0,2567.316667,29,1,0,0,26,0,3,1,0,88.52816092,117.9218391,26,0,0,0,4,1
78,consortiumnews.com,https://consortiumnews.com/2016/03/11/hillarys-double-standard-on-protests/,Reliable,74,39,37,2,23945.48333,60,14,15,6,4,30,5,3,11,328.0203196,5194.892694,1,0,0,0,73,1.213114754
79,consortiumnews.com,https://consortiumnews.com/2016/03/11/the-electoral-choice-from-hell/,Reliable,54,11,5,1,14607.61667,38,16,4,3,2,29,0,8,8,275.6154088,4236.214465,4,1,1,2,46,1.038461538
80,consortiumnews.com,https://consortiumnews.com/2016/03/07/creating-russiachina-bogeymen/,Reliable,31,10,3,0,5514.8,25,6,0,0,23,1,1,4,2,183.8266667,3436.406667,1,0,0,0,30,1
81,consortiumnews.com,https://consortiumnews.com/2017/03/16/trumping-trump-and-howling-at-the-moonves/,Reliable,13,12,12,1,11475.41667,10,3,1,0,0,6,3,0,3,956.2847222,1720.531944,7,0,0,2,4,2.166666667
82,consortiumnews.com,https://consortiumnews.com/2014/08/05/how-lbj-was-deceived-on-gulf-of-tonkin/,Reliable,2,1,1,0,16695.73333,2,0,1,0,0,1,0,0,0,16695.73333,16695.73333,1,0,0,0,1,1
83,nutritionfacts.org,https://nutritionfacts.org/2016/04/12/might-turmeric-help-prevent-alzheimers/,Reliable,5,2,1,0,12072,2,3,0,0,1,1,0,1,2,3018,5749.1,1,0,0,0,4,5
84,nutritionfacts.org,https://nutritionfacts.org/2016/12/27/dr-gregers-new-dvd-now-streaming/,Reliable,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
85,nutritionfacts.org,https://nutritionfacts.org/video/optimal-vinegar-dose/,Reliable,10,19,38,1,15153.15,8,2,3,1,1,3,0,1,1,1683.683333,6620.222222,1,0,0,0,9,1
86,nutritionfacts.org,https://nutritionfacts.org/video/where-does-the-arsenic-in-rice-mushrooms-and-wine-come-from/,Reliable,58,111,208,4,20234.03333,47,11,5,7,19,16,0,6,5,354.9830409,3242.961111,1,0,0,0,57,1.183673469
87,nutritionfacts.org,https://nutritionfacts.org/audio/be-anti-oxidant/,Reliable,2,19,34,0,1.25,2,0,0,0,0,0,2,0,0,1.25,1.25,2,0,0,0,0,1
88,nutritionfacts.org,https://nutritionfacts.org/topics/seaweed/,Reliable,1,0,1,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
89,nutritionfacts.org,https://nutritionfacts.org/video/the-effects-of-too-much-arsenic-in-the-diet/,Reliable,38,100,190,3,19429.93333,26,12,3,2,1,1,19,6,6,525.1333333,1502.54009,14,5,2,1,16,1.1875
90,nutritionfacts.org,https://nutritionfacts.org/questions/can-soy-suppress-the-thyroid/,Reliable,2,0,0,0,17716.7,1,1,0,0,0,1,0,0,1,17716.7,17716.7,1,0,0,0,1,1
91,nutritionfacts.org,https://nutritionfacts.org/video/eating-more-to-weigh-less/,Reliable,43,222,572,16,21833.03333,33,10,8,9,4,6,6,5,5,519.834127,12793.21587,1,0,0,0,42,1.34375
92,nutritionfacts.org,https://nutritionfacts.org/video/preventing-alzheimers-with-lifestyle-changes/,Reliable,12,82,132,1,9647.233333,5,7,2,2,0,1,0,5,2,877.0212121,6448.972727,1,0,0,0,11,1.090909091
93,nutritionfacts.org,https://nutritionfacts.org/video/preventing-alzheimers-disease-with-diet/,Reliable,5,0,5,1,13961.58333,4,1,0,1,1,1,1,1,0,3490.395833,7692.104167,1,0,0,0,4,1
94,nutritionfacts.org,https://nutritionfacts.org/video/peanut-butter-smell-test-for-alzheimers/,Reliable,6,0,1,0,8754.033333,5,1,0,1,1,2,1,0,1,1750.806667,2917.216667,1,0,0,0,5,1
95,nutritionfacts.org,https://nutritionfacts.org/questions/what-is-a-good-source-of-probiotics/,Reliable,1,0,0,0,-1,1,0,0,0,0,0,1,0,0,-1,-1,1,0,0,0,0,1
96,nutritionfacts.org,https://nutritionfacts.org/video/Fermented-or-Unfermented-Soy-Foods-for-Prostate-Cancer-Prevention/,Reliable,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1
97,nutritionfacts.org,https://nutritionfacts.org/video/Is-Soy-Healthy-for-Breast-Cancer-Survivors/,Reliable,2,0,0,0,8982.85,1,1,0,0,1,0,0,0,1,8982.85,8982.85,1,0,0,0,1,1
98,nutritionfacts.org,https://nutritionfacts.org/video/is-kimchi-good-for-you/,Reliable,4,0,0,0,22126.91667,3,1,0,1,1,0,1,0,1,7375.638889,13569.20556,1,0,0,0,3,1
99,nutritionfacts.org,https://nutritionfacts.org/topics/apple-cider-vinegar/,Reliable,2,0,1,1,2087.766667,2,0,1,0,0,0,1,0,0,2087.766667,2087.766667,1,0,0,0,1,1
100,nutritionfacts.org,https://nutritionfacts.org/topics/coconuts/,Reliable,1,0,0,1,-1,1,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,0,1
101,nutritionfacts.org,https://nutritionfacts.org/2017/07/20/how-to-treat-the-root-cause-of-diabetes/,Reliable,72,70,93,16,22056.96667,53,19,5,6,1,27,14,8,11,310.6615023,5881.050235,1,0,0,0,71,1.142857143
102,nutritionfacts.org,https://nutritionfacts.org/video/Where-Does-the-Arsenic-in-Rice-Mushrooms-and-Wine-Come-From/,Reliable,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1
103,nutritionfacts.org,https://nutritionfacts.org/video/How-to-Cook-Rice-to-Lower-Arsenic-Levels/,Reliable,6,2,1,0,1444.916667,4,2,0,4,0,0,0,0,2,288.9833333,637.5666667,2,0,0,0,4,3
104,christianpost.com,https://www.christianpost.com/news/russia-facebook-and-us-why-we-are-so-vulnerable-to-fake-news-206043/,Reliable,5,1,2,0,721.2166667,1,4,1,0,0,0,0,4,0,180.3041667,182.75,3,1,0,0,1,1
105,christianpost.com,https://www.christianpost.com/news/judge-gives-fema-3-weeks-change-policy-banning-churches-receiving-disaster-relief-206253/,Reliable,13,24,28,5,722.4833333,11,2,9,1,1,0,0,2,0,60.20694444,436.4625,2,0,0,0,11,1.083333333
106,christianpost.com,https://www.christianpost.com/news/islam-and-the-mistreatment-of-women-206039/,Reliable,6,9,10,1,10041.03333,2,4,0,1,0,0,1,4,0,2008.206667,2021.233333,3,1,0,0,2,1.2
107,christianpost.com,https://www.christianpost.com/news/embracing-our-muslim-neighbors-204942/,Reliable,6,8,13,1,10674.85,4,2,0,0,4,0,0,1,1,2134.97,2421.213333,3,1,0,0,2,1
108,christianpost.com,https://www.christianpost.com/news/muslim-stalker-threatens-pakistani-christian-girl-acid-attack-not-marrying-him-205076/,Reliable,6,7,2,2,1410.166667,3,3,0,0,3,0,0,3,0,282.0333333,711.24,2,1,0,0,3,1
109,christianpost.com,https://www.christianpost.com/news/is-usaid-defying-trumps-order-aid-christians-iraq-205449/,Reliable,6,0,1,1,16986.11667,6,0,3,1,1,0,1,0,0,3397.223333,5295.03,1,0,0,0,5,1
110,christianpost.com,https://www.christianpost.com/news/3-texas-churches-sue-fema-policy-banning-churches-from-receiving-hurricane-harvey-disaster-relief-198170/,Reliable,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1
111,christianpost.com,https://www.christianpost.com/news/churches-must-not-be-excluded-from-fema-relief-senators-declare-in-bill-tackling-discrimination-199883/,Reliable,1,0,0,0,-1,1,0,0,0,0,0,1,0,0,-1,-1,1,0,0,0,0,1
112,christianpost.com,https://www.christianpost.com/news/catholics-jews-join-evangelicals-in-fight-against-fema-policy-banning-churches-from-disaster-relief-201614/,Reliable,1,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1
113,christianpost.com,https://www.christianpost.com/news/russia-collusion-confusion-5-essential-unanswered-questions-205351/,Reliable,4,1,4,1,7527.6,4,0,1,3,0,0,0,0,0,2509.2,2509.866667,3,0,0,0,1,1
114,christianpost.com,https://www.christianpost.com/news/are-facebook-google-twitter-manipulating-public-opinion-191438/,Reliable,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,0,1
115,christianpost.com,https://www.christianpost.com/news/google-responds-to-report-claiming-search-result-are-biased-against-conservative-sites-199616/,Reliable,1,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1
116,christianpost.com,https://www.christianpost.com/news/former-npr-ceo-spends-time-with-evangelicals-republicans-discovers-media-bias-203917/,Reliable,10,14,20,2,4679.083333,10,0,6,3,1,0,0,0,0,519.8981481,4662.492593,1,0,0,0,9,1.111111111
117,christianpost.com,https://www.christianpost.com/news/islamists-murder-28-in-nigeria-including-christian-women-and-children-president-decries-madness-203410/,Reliable,1,1,0,1,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
118,christianpost.com,https://www.christianpost.com/news/isis-slaughters-scores-civilians-including-children-revenge-killing-christian-town-204113/,Reliable,17,8,5,1,14453.13333,13,4,3,8,1,0,1,4,0,903.3208333,989.203125,4,0,0,1,12,1.888888889
119,christianpost.com,https://www.christianpost.com/news/muslim-population-to-double-in-us-by-2030-report-projects-48696/,Reliable,2,3,2,0,-1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2
120,consortiumnews.com,https://consortiumnews.com/2015/02/23/ready-for-nuclear-war-over-ukraine/,Reliable,139,144,61,30,8030.516667,130,9,20,41,26,26,17,6,3,58.19214976,1380.908454,1,0,0,2,136,1.208695652
121,consortiumnews.com,https://consortiumnews.com/2017/09/19/trump-falls-in-line-with-interventionism/,Reliable,74,63,59,5,1960.766667,70,4,0,5,54,9,2,2,2,26.85981735,42.84977169,31,11,13,4,15,1.027777778
122,consortiumnews.com,https://consortiumnews.com/2015/02/13/the-putin-did-it-conspiracy-theory/,Reliable,169,124,57,29,26927.28333,62,107,25,23,7,1,6,61,46,160.2814484,2171.701488,1,0,0,0,168,1.290076336
123,consortiumnews.com,https://consortiumnews.com/2016/06/25/european-unions-imperial-overreach/,Reliable,53,16,11,4,4800.75,14,39,6,4,1,3,0,27,12,92.32211538,3946.114103,3,0,0,0,50,1.177777778
124,consortiumnews.com,https://consortiumnews.com/2015/09/03/a-deflategate-slapdown-of-nfl-and-msm/,Reliable,50,6,4,2,5952.4,47,3,4,2,2,28,11,2,1,121.477551,2027.191156,4,0,0,0,46,1.388888889
125,consortiumnews.com,https://consortiumnews.com/2017/05/22/trump-panders-to-the-saudi-royals/,Reliable,19,10,4,1,18125.25,18,1,6,10,1,1,0,0,1,1006.958333,1063.956481,6,3,0,2,8,1.266666667
126,consortiumnews.com,https://consortiumnews.com/2017/08/25/the-possible-education-of-donald-trump/,Reliable,74,26,32,6,9237.783333,44,30,8,3,3,10,20,22,8,126.5449772,4824.812329,1,0,1,0,72,1.042253521
