,domain,url,urlType,R_norm_full_text_Flesch_reading_ease,R_norm_full_text_Flesch_kincaid_grade,R_norm_full_text_smog,R_norm_full_text_gunning_fog,R_norm_full_text_words_per_sentence,R_norm_full_text_capitalized_words,R_norm_full_text_lexicon,R_norm_full_text_urls_counts,R_norm_full_text_long_words,R_norm_full_text_syllables,R_norm_full_text_stop_words,R_norm_full_text_sentences,R_norm_full_text_linsear_write,R_norm_full_text_automated_readability,R_norm_full_text_characters_total,R_norm_full_text_coleman_liax,R_norm_full_text_difficult_words,R_norm_full_text_words_total
0,nutritionfacts.org,https://nutritionfacts.org/audio/fighting-fatigue/,Reliable,0.587947883,0.426751592,0.695652174,0.377368056,0.314368289,0.13229572,0.443028486,0,0.443056943,0.470830989,0.008756162,0.555084746,0.084309133,0.476851852,0.465971163,0.700363636,0.543909348,0.504220069
1,nutritionfacts.org,https://nutritionfacts.org/audio/new-thoughts-on-a-healthy-weight/,Reliable,0.701049584,0.27388535,0.600790514,0.291428028,0.453806189,0.08690013,0.454647676,0,0.427572428,0.443068843,0.008832462,0.466101695,0.044496487,0.361111111,0.449977855,0.519272727,0.433427762,0.502031885
2,nutritionfacts.org,https://nutritionfacts.org/audio/the-latest-on-childrens-health/,Reliable,0.700868621,0.401273885,0.632411067,0.366822381,0.454338699,0.116731518,0.475637181,0,0.455544456,0.472331645,0.008363431,0.478813559,0.028688525,0.444444444,0.479503961,0.582545455,0.497167139,0.515786183
3,nutritionfacts.org,https://nutritionfacts.org/audio/beans-beans-the-truth-about-lectins/,Reliable,0.846181687,0.382165605,0.640316206,0.253733536,0.481515513,0.158236057,0.682158921,0,0.66983017,0.657099981,0.002653888,0.699152542,0.098360656,0.490740741,0.687269327,0.570181818,0.614730878,0.771491091
4,nutritionfacts.org,https://nutritionfacts.org/audio/new-research-on-cholesterol/,Reliable,0.708288093,0.541401274,0.699604743,0.299524442,0.428310793,0.11154345,0.53035982,0,0.51048951,0.543425249,0.005713907,0.584745763,0.098360656,0.615740741,0.549776094,0.646545455,0.545325779,0.609878087
5,nutritionfacts.org,https://nutritionfacts.org/audio/dealing-with-eczema/,Reliable,0.72204126,0.343949045,0.628458498,0.278497804,0.380725712,0.099870298,0.480884558,0,0.457542458,0.481710748,0.007356045,0.555084746,0.147540984,0.384259259,0.484917081,0.544727273,0.492917847,0.547983745
6,nutritionfacts.org,https://nutritionfacts.org/audio/womens-health-the-best-diet-for-fibroids/,Reliable,0.668657257,0.751592357,0.766798419,0.370341269,0.566653661,0.08690013,0.532233883,0,0.527472527,0.556180829,0.005706446,0.504237288,0.098360656,0.74537037,0.553958959,0.663272727,0.542492918,0.610190685
7,nutritionfacts.org,https://nutritionfacts.org/audio/diet-and-autism/,Reliable,0.713716974,0.375796178,0.632411067,0.26079067,0.409851064,0.134889754,0.625562219,0,0.625374625,0.65972613,0.0032507,0.720338983,0.147540984,0.439814815,0.670291816,0.713454545,0.628895184,0.733666771
8,nutritionfacts.org,https://nutritionfacts.org/audio/do-we-need-an-annual-check-up/,Reliable,0.714621788,0.401273885,0.656126482,0.343389324,0.406439213,0.093385214,0.386431784,0,0.381618382,0.406865504,0.010854949,0.440677966,0.101639344,0.416666667,0.402637665,0.624727273,0.434844193,0.450140669
9,nutritionfacts.org,https://nutritionfacts.org/audio/your-brain-on-cell-phones/,Reliable,0.704668838,0.324840764,0.636363636,0.328966875,0.440885936,0.115434501,0.422413793,0,0.401598402,0.420558995,0.010275642,0.436440678,0.098360656,0.365740741,0.42340436,0.570181818,0.42776204,0.463894967
10,nutritionfacts.org,https://nutritionfacts.org/audio/is-your-toothpaste-safe/,Reliable,0.695439739,0.554140127,0.679841897,0.286578498,0.473090298,0.097276265,0.441154423,0,0.446553447,0.454511349,0.008311683,0.470338983,0.147540984,0.569444444,0.461886718,0.68,0.436260623,0.517349172
11,nutritionfacts.org,https://nutritionfacts.org/audio/dr-gregers-daily-dozen/,Reliable,1,0.477707006,0.648221344,0.198174953,0.478885282,0.093385214,0.364317841,0,0.346153846,0.339711124,0.012063111,0.381355932,0.098360656,0.546296296,0.358742188,0.502545455,0.304532578,0.423882463
12,nutritionfacts.org,https://nutritionfacts.org/audio/to-pee-or-not-to-pee/,Reliable,0.699239957,0.375796178,0.660079051,0.28904809,0.459910261,0.119325551,0.516116942,0,0.507492507,0.524667042,0.006769567,0.525423729,0,0.444444444,0.527385463,0.624727273,0.487252125,0.568615192
13,nutritionfacts.org,https://nutritionfacts.org/2015/08/13/how-walnuts-can-improve-artery-function/,Reliable,0.543431053,0.426751592,0.66798419,0.459063158,0.469425646,0.057068742,0.114317841,0,0.107392607,0.118551866,0.060114087,0.105932203,0.200819672,0.416666667,0.115840756,0.612363636,0.130311615,0.123163489
14,nutritionfacts.org,https://nutritionfacts.org/2014/08/14/how-the-meat-industry-designed-a-highly-misleading-study/,Reliable,0.70611654,0.503184713,0.612648221,0.314004978,0.436278509,0.09079118,0.17053973,0,0.154345654,0.160757832,0.038209133,0.169491525,0.240437158,0.541666667,0.16436199,0.473454545,0.164305949,0.184432635
15,consortiumnews.com,https://consortiumnews.com/2015/08/19/the-honduran-coups-ugly-aftermath/,Reliable,0.210459645,0.974522293,0.948616601,0.847240974,0.562450254,0.133592737,0.238755622,0,0.261238761,0.265053461,0.027422067,0.194915254,0.300546448,0.990740741,0.261010777,0.954909091,0.369688385,0.241638012
16,christianpost.com,https://www.christianpost.com/news/veggietales-creator-bankruptcy-humbled-me-killed-my-idol-50119/,Reliable,0.739594644,0.191082803,0.604743083,0.271143024,0.319242057,0.119325551,0.167166417,0,0.153846154,0.148002251,0.042911389,0.177966102,0.103825137,0.277777778,0.153978643,0.401454545,0.152974504,0.166927165
17,consortiumnews.com,http://www.consortiumnews.com/2010/121710.html,Reliable,0.332790445,0.477707006,0.747035573,0.526977247,0.669748835,1,0.84970015,0,0.893106893,0.907709623,0.000884648,0.686440678,0.229508197,0.550925926,0.907140397,0.797818182,0.933427762,0.910284464
18,consortiumnews.com,http://www.consortiumnews.com/2011/020611.html,Reliable,0.343829171,0.656050955,0.802371542,0.563311082,0.631572969,0.666666667,0.800224888,0,0.847652348,0.844682048,0.001752743,0.652542373,0.172131148,0.712962963,0.852812362,0.802181818,0.920679887,0.83651141
19,consortiumnews.com,http://www.consortiumnews.com/2010/122910b.html,Reliable,0.395946435,0.547770701,0.770750988,0.530294117,0.449927024,0.469520104,0.552098951,0,0.606393606,0.60345151,0.006112517,0.555084746,0.170491803,0.587962963,0.604251759,0.869090909,0.703966006,0.593623007
20,consortiumnews.com,http://www.consortiumnews.com/2011/012911.html,Reliable,0.338038364,0.585987261,0.794466403,0.65524475,0.651574356,0.66536965,0.694527736,0,0.715284715,0.735321703,0.003461591,0.550847458,0.131147541,0.611111111,0.722257763,0.738909091,0.871104816,0.721162863
21,consortiumnews.com,https://consortiumnews.com/2013/12/17/judge-leons-dirty-climb-to-the-bench/,Reliable,0.344191097,0.433121019,0.727272727,0.519830213,0.630335723,0.591439689,0.565592204,0,0.573426573,0.573063215,0.006633645,0.444915254,0.081967213,0.523148148,0.581073766,0.700363636,0.597733711,0.573616755
22,consortiumnews.com,https://consortiumnews.com/2016/07/15/americas-unbridged-racial-divide/,Reliable,0.707021354,0.21656051,0.600790514,0.549505093,0.432931399,0.203631647,0.26161919,0,0.258241758,0.248546239,0.024074978,0.25,0.108196721,0.324074074,0.258058166,0.573818182,0.325779037,0.266958425
23,consortiumnews.com,https://consortiumnews.com/2017/12/11/russia-gates-litany-of-corrections/,Reliable,0.30980818,0.732484076,0.861660079,0.747544762,0.749766748,0.437094682,0.535232384,0,0.574425574,0.561620709,0.007704234,0.372881356,0.147540984,0.777777778,0.563899414,0.827636364,0.675637394,0.536417631
24,consortiumnews.com,https://consortiumnews.com/2015/03/20/how-mandela-and-s-africa-were-freed-2/,Reliable,0.502714441,0.72611465,0.766798419,0.714411105,0.611331696,0.172503243,0.246626687,1,0.24975025,0.244419434,0.025080402,0.199152542,0.442622951,0.759259259,0.249052704,0.646545455,0.339943343,0.258830885
25,consortiumnews.com,https://consortiumnews.com/2011/11/09/who-is-judge-richard-leon/,Reliable,0.495114007,0.369426752,0.703557312,0.521771785,0.637679496,0.566796368,0.530734633,0,0.533966034,0.534796473,0.007599186,0.415254237,0.081967213,0.449074074,0.541262733,0.675636364,0.560906516,0.539856205
26,consortiumnews.com,https://consortiumnews.com/2014/07/08/turning-japan-back-toward-militarism/,Reliable,0.757690916,0.229299363,0.628458498,0.148332953,0.256175367,0.398184176,0.441904048,0,0.423576424,0.430313262,0.009246866,0.584745763,0.144262295,0.305555556,0.430933517,0.468363636,0.399433428,0.490465771
27,consortiumnews.com,https://consortiumnews.com/2015/08/31/ron-paul-and-lost-lessons-of-war/,Reliable,0.213355049,0.324840764,0.683794466,0.649258293,0.552507578,0.46692607,0.513868066,0,0.532467532,0.541174264,0.008648284,0.423728814,0.121311475,0.393518519,0.541115103,0.771636364,0.644475921,0.507346046
28,consortiumnews.com,https://consortiumnews.com/2014/01/21/human-rights-watchs-syria-dilemma/,Reliable,0.190553746,0.923566879,0.956521739,0.749310202,0.631876707,0.167315175,0.16041979,0,0.173326673,0.17238792,0.04433411,0.118644068,0.196721311,0.935185185,0.166674868,0.798545455,0.218130312,0.162238199
29,consortiumnews.com,https://consortiumnews.com/2014/01/24/mlk-and-the-curse-of-moderation/,Reliable,0.429605501,0.375796178,0.687747036,0.523776358,0.332699128,0.211413748,0.339955022,0,0.349150849,0.337272557,0.017345222,0.360169492,0.098360656,0.453703704,0.345652281,0.683636364,0.424929178,0.337292904
30,consortiumnews.com,https://consortiumnews.com/2013/01/17/the-iraq-war-surge-myth-returns/,Reliable,0.322294607,0.50955414,0.770750988,0.764944116,0.706620743,0.326848249,0.321214393,0,0.343656344,0.325642469,0.018515152,0.228813559,0.079234973,0.587962963,0.328281089,0.709818182,0.423512748,0.322600813
31,consortiumnews.com,https://consortiumnews.com/2016/07/14/still-sabotaging-the-iran-nuke-agreement/,Reliable,0.011581614,0.974522293,1,0.761452286,0.722398727,0.212710765,0.371814093,0,0.375624376,0.403864191,0.015988515,0.25,0.128415301,0.930555556,0.389252497,0.853090909,0.461756374,0.356048765
32,consortiumnews.com,https://consortiumnews.com/2013/04/18/the-power-of-false-narratives/,Reliable,0.177343467,0.707006369,0.845849802,0.708602642,0.677970806,0.439688716,0.527736132,0,0.591408591,0.57981617,0.007839863,0.394067797,0.12568306,0.75,0.576792481,0.949818182,0.669971671,0.532041263
33,consortiumnews.com,https://consortiumnews.com/2015/03/20/netanyahu-too-dishonest-by-half/,Reliable,0,0.777070064,0.853754941,0.997053042,0.762822585,0.162127108,0.202398801,0,0.226273726,0.231101107,0.034545538,0.131355932,0.137704918,0.763888889,0.223463412,0.979636364,0.318696884,0.200687715
34,consortiumnews.com,https://consortiumnews.com/2012/03/06/mother-of-the-sit-down-strike/,Reliable,0.517553384,0.312101911,0.640316206,0.590690204,0.559890753,0.169909209,0.229010495,1,0.234765235,0.222847496,0.028259788,0.190677966,0.176229508,0.425925926,0.227744698,0.594909091,0.279036827,0.236011254
35,consortiumnews.com,https://consortiumnews.com/2011/06/11/teddy-roosevelts-bloodlust/,Reliable,0.718602968,0.152866242,0.57312253,0.51356266,0.392650658,0.137483787,0.171664168,0,0.164335664,0.16150816,0.040617001,0.169491525,0.196721311,0.25,0.16706855,0.510545455,0.209631728,0.175054705
36,consortiumnews.com,https://consortiumnews.com/2016/10/25/women-call-for-israel-palestine-peace/,Reliable,0.742851972,0.356687898,0.628458498,0.26127494,0.307990537,0.277561608,0.275862069,0,0.267232767,0.260739073,0.021640748,0.31779661,0.114754098,0.421296296,0.267211259,0.502545455,0.266288952,0.288840263
37,consortiumnews.com,https://consortiumnews.com/2013/03/29/the-two-views-of-jesuss-murder/,Reliable,0.437929786,0.21656051,0.57312253,0.45931565,0.303940694,0.225680934,0.246626687,0,0.257742258,0.24498218,0.026796058,0.271186441,0.090163934,0.310185185,0.251808474,0.670545455,0.293201133,0.246014379
38,consortiumnews.com,https://consortiumnews.com/2015/01/12/the-sorry-record-of-a-muslim-basher/,Reliable,0.305827,0.585987261,0.754940711,0.706606744,0.764106225,0.548638132,0.53185907,0,0.574925075,0.555430501,0.007155784,0.381355932,0.147540984,0.643518519,0.564243886,0.815272727,0.662889518,0.554860894
39,consortiumnews.com,https://consortiumnews.com/2015/09/14/in-case-you-missed-52/,Reliable,0.603510677,0.47133758,0.596837945,0.550529187,0.793584285,0.258106355,0.126311844,0,0.102397602,0.115362971,0.055675584,0.080508475,0.213114754,0.472222222,0.113084986,0.262545455,0.124645892,0.132228822
40,consortiumnews.com,https://consortiumnews.com/2011/10/07/why-afghanistan-really-fell-apart/,Reliable,0.386898299,0.420382166,0.707509881,0.465730594,0.481638506,0.802853437,0.713643178,0,0.751748252,0.732883136,0.003547984,0.648305085,0.322404372,0.481481481,0.749470991,0.776727273,0.771954674,0.7161613
41,consortiumnews.com,https://consortiumnews.com/2016/12/14/the-rise-of-white-racial-nationalism/,Reliable,0.421100253,0.445859873,0.691699605,0.634449825,0.362111162,0.210116732,0.251124438,0,0.27022977,0.261114237,0.025280788,0.262711864,0.087431694,0.481481481,0.261059987,0.730181818,0.35694051,0.257267896
42,consortiumnews.com,https://consortiumnews.com/2011/06/24/the-lie-behind-the-afghan-war/,Reliable,0.505428882,0.547770701,0.747035573,0.579151076,0.602047233,0.385214008,0.423163418,0,0.444055944,0.417557681,0.011600553,0.343220339,0.306010929,0.615740741,0.431376409,0.696727273,0.494334278,0.433572992
43,consortiumnews.com,https://consortiumnews.com/2018/01/11/trump-lashes-pakistan-over-afghan-war/,Reliable,0.46543612,0.414012739,0.656126482,0.394250835,0.207660415,0.308690013,0.332458771,0,0.353646354,0.341586944,0.016992454,0.436440678,0.098360656,0.476851852,0.348457261,0.772363636,0.402266289,0.341981869
44,consortiumnews.com,https://consortiumnews.com/2017/12/22/why-loss-of-net-neutrality-hurts-democracy/,Reliable,0.461093015,0.305732484,0.652173913,0.413842919,0.222956496,0.239948119,0.410794603,0,0.42957043,0.44100544,0.012232261,0.525423729,0.371584699,0.356481481,0.428374588,0.729454545,0.501416431,0.420443889
45,consortiumnews.com,https://consortiumnews.com/2017/06/30/is-trump-making-up-syria-sarin-claims/,Reliable,0.74068042,0.49044586,0.71541502,0.154498044,0.315401145,0.237354086,0.45952024,0,0.456543457,0.4518852,0.008865362,0.550847458,0.273224044,0.476851852,0.44850155,0.511272727,0.390934844,0.501094092
46,consortiumnews.com,https://consortiumnews.com/2017/08/16/taking-nuclear-war-seriously/,Reliable,0.786283026,0.178343949,0.581027668,0.340833096,0.156464708,0.242542153,0.297601199,0,0.295704296,0.283624086,0.019680143,0.427966102,0.168032787,0.25,0.285911126,0.472727273,0.352691218,0.309159112
47,consortiumnews.com,https://consortiumnews.com/2017/01/08/the-lefts-challenge-in-age-of-trump/,Reliable,0.709554832,0.515923567,0.683794466,0.270861834,0.423962473,0.351491569,0.654422789,0,0.633866134,0.668542487,0.002849526,0.733050847,0.273224044,0.550925926,0.665026327,0.562181818,0.652974504,0.758674586
48,consortiumnews.com,https://consortiumnews.com/2017/06/23/palestinians-still-demand-human-rights/,Reliable,0.956207021,0.044585987,0.505928854,0,0.09829296,0.226977951,0.416416792,0,0.389110889,0.401238042,0.010186571,0.716101695,0.144262295,0.111111111,0.401555042,0.383272727,0.339943343,0.466083151
49,consortiumnews.com,https://consortiumnews.com/2017/12/22/the-strangelovian-russia-gate-myth/,Reliable,0.338943178,0.649681529,0.786561265,1,0.648762301,0.189364462,0.346701649,0,0.395104895,0.396360908,0.014307586,0.288135593,0.103825137,0.685185185,0.395010088,1,0.638810198,0.382306971
50,consortiumnews.com,https://consortiumnews.com/2017/08/16/cataclysmic-risks-of-north-korean-crisis/,Reliable,0.778139703,0.229299363,0.612648221,0.118245802,0.185259941,0.49156939,0.547601199,0,0.554945055,0.512286625,0.007048596,0.741525424,0.180327869,0.287037037,0.521578662,0.481454545,0.461756374,0.558612066
51,consortiumnews.com,https://consortiumnews.com/2017/01/09/europes-mixed-feelings-about-trump/,Reliable,0.1529135,0.605095541,0.778656126,0.934694192,0.76348739,0.238651102,0.258245877,0,0.29020979,0.275182893,0.025606343,0.169491525,0.13442623,0.666666667,0.272476748,0.823272727,0.382436261,0.254767115
52,consortiumnews.com,https://consortiumnews.com/2017/10/02/trumps-hurt-feelings-over-puerto-rico/,Reliable,0.776872964,0.057324841,0.52173913,0.197317933,0.189677276,0.338521401,0.384557721,0,0.363136863,0.352654286,0.013671959,0.516949153,0.31147541,0.166666667,0.360169283,0.396363636,0.364022663,0.39324789
53,consortiumnews.com,https://consortiumnews.com/2015/01/27/backdoor-scheme-against-net-neutrality/,Reliable,0.290988056,0.49044586,0.750988142,0.805973771,0.815840812,0.261997406,0.28035982,0,0.282217782,0.298067905,0.022065406,0.18220339,0.221311475,0.518518519,0.290192412,0.738909091,0.366855524,0.284776493
54,consortiumnews.com,https://consortiumnews.com/2017/10/02/a-challenge-or-matching-grant/,Reliable,0.460007239,0.777070064,0.873517787,0.897143901,0.759851736,0.038910506,0.032983508,0,0.036963037,0.037703995,0.182195416,0.016949153,0.508196721,0.847222222,0.036907632,0.907636364,0.056657224,0.038762113
55,consortiumnews.com,https://consortiumnews.com/2017/10/02/galveston-biolabs-amid-global-warming/,Reliable,0.411147304,0.401273885,0.695652174,0.360199192,0.396722591,0.652399481,1,0,1,1,0,1,0.037470726,0.449074074,1,0.624727273,1,1
56,consortiumnews.com,https://consortiumnews.com/2017/10/05/political-fig-leaf-after-las-vegas-slaughter/,Reliable,0.733441911,0.305732484,0.687747036,0.421457133,0.340814855,0.101167315,0.207271364,1,0.194305694,0.200337648,0.03037253,0.233050847,0.147540984,0.421296296,0.204812755,0.573818182,0.247875354,0.222882151
57,consortiumnews.com,https://consortiumnews.com/2017/10/03/pilger-criticizes-ken-burnss-the-vietnam-war/,Reliable,0.777596815,0.261146497,0.62055336,0.330734247,0.187093929,0.203631647,0.275487256,0,0.263736264,0.260363909,0.022198443,0.372881356,0.426229508,0.342592593,0.267014419,0.514909091,0.313031161,0.283526102
58,christianpost.com,https://www.christianpost.com/news/what-are-the-8-types-of-jihad-former-radical-muslim-explains-179338/,Reliable,0.7553384,0.401273885,0.632411067,0.359555787,0.264764665,0.15304799,0.152923538,0,0.148351648,0.154004877,0.043377131,0.190677966,0.127868852,0.421296296,0.151222873,0.536,0.178470255,0.165364176
59,christianpost.com,https://www.christianpost.com/news/wikileaks-hillary-clinton-mock-evangelicals-and-conservative-catholics-podesta-email-palmieri-halpin-170718/,Reliable,0.568222946,0.598726115,0.711462451,0.470373486,0.382984095,0.163424125,0.122938531,0,0.130869131,0.124366911,0.055963322,0.127118644,0.450819672,0.699074074,0.129176714,0.734545455,0.150141643,0.131603626
60,christianpost.com,https://www.christianpost.com/news/first-named-larry-nassar-abuse-survivor-rachael-denhollander-preaches-gospel-to-disgraced-doctor-215129/,Reliable,0.651646761,0.942675159,0.71541502,0.399190775,0.625942381,0.095979248,0.147676162,0,0.144355644,0.136184581,0.046356816,0.11440678,0.168032787,0.953703704,0.14206978,0.498909091,0.134560907,0.155986246
61,christianpost.com,https://www.christianpost.com/news/evangelical-trump-supporters-are-betraying-their-values-russell-moore-says-145575/,Reliable,0.56514658,0.694267516,0.790513834,0.493186194,0.393523215,0.249027237,0.206146927,0,0.223276723,0.217970362,0.030640087,0.216101695,0.532786885,0.722222222,0.216820038,0.752,0.259206799,0.221319162
62,christianpost.com,https://www.christianpost.com/news/left-behind-in-the-mainline-witnessing-within-the-united-methodist-church-131848/,Reliable,0.344914948,0.770700637,0.814229249,0.726081083,0.627642239,0.140077821,0.166416792,0,0.166333666,0.182142187,0.041387934,0.127118644,0.204918033,0.75462963,0.177648738,0.827636364,0.226628895,0.172241325
63,christianpost.com,https://www.christianpost.com/news/refugees-migrants-muslims-germany-attacks-jews-148653/,Reliable,0.709011944,0.585987261,0.664031621,0.58917171,0.426098677,0.121919585,0.121064468,0,0.129370629,0.119302195,0.05468825,0.122881356,0.267759563,0.657407407,0.124403327,0.675636364,0.171388102,0.134417005
64,christianpost.com,https://www.christianpost.com/news/women-are-committing-suicide-by-the-hundreds-to-escape-isis-sex-slavery-146990/,Reliable,0.690010858,0.993630573,0.802371542,0.442817821,0.492348376,0.13618677,0.144677661,0,0.149350649,0.142374789,0.045326665,0.13559322,1,0.990740741,0.14487476,0.596363636,0.162889518,0.159112223
65,christianpost.com,https://www.christianpost.com/news/florida-teacher-bans-cross-necklaces-in-class-promotes-lgbt-day-of-silence-181167/,Reliable,0.432319942,0.707006369,0.735177866,0.670804776,0.856721724,0.143968872,0.20952024,0,0.221778222,0.216657288,0.030319451,0.13559322,0.262295082,0.717592593,0.218591605,0.717818182,0.239376771,0.223194748
66,christianpost.com,https://www.christianpost.com/news/children-must-be-taught-transgenderism-homosexuality-nursury-school-uk-teachers-say-181006/,Reliable,0.517553384,0.579617834,0.735177866,0.77971081,0.559890753,0.092088197,0.108695652,0,0.109390609,0.114987807,0.064091904,0.088983051,0.289617486,0.615740741,0.11426603,0.738909091,0.16713881,0.115973742
67,christianpost.com,https://www.christianpost.com/news/falling-out-of-love-does-not-justify-divorce-john-piper-212722/,Reliable,0.568765834,0.993630573,0.837944664,0.461479803,0.381167005,0.054474708,0.09970015,0,0.097402597,0.103920465,0.067339092,0.105932203,0.426229508,0.939814815,0.101225333,0.634181818,0.124645892,0.110659581
68,christianpost.com,https://www.christianpost.com/news/young-americans-cheat-on-spouses-less-often-than-older-americans-study-finds-190930/,Reliable,0.537640246,0.605095541,0.743083004,0.594931468,0.489660554,0.080415045,0.172788606,0,0.174325674,0.180641531,0.038828112,0.156779661,0.295081967,0.611111111,0.178042419,0.692363636,0.225212465,0.181931854
69,consortiumnews.com,https://consortiumnews.com/2016/04/10/would-a-clinton-win-mean-more-wars/,Reliable,0.323742309,0.369426752,0.695652174,0.646258461,0.701336838,0.654993515,0.62856072,0,0.675824176,0.641155506,0.005030474,0.466101695,0.121311475,0.49537037,0.65739875,0.763636364,0.742209632,0.639887465
70,consortiumnews.com,https://consortiumnews.com/2016/04/01/cleaning-up-hillarys-libyan-mess/,Reliable,0.151103873,0.445859873,0.750988142,0.797847678,0.769685883,0.357976654,0.370689655,0,0.411588412,0.38022885,0.015818081,0.241525424,0.31147541,0.560185185,0.384872792,0.785454545,0.470254958,0.358549547
71,consortiumnews.com,https://consortiumnews.com/2016/04/02/how-israeli-propaganda-succeeds/,Reliable,0.198516106,0.694267516,0.830039526,0.807759003,0.60425543,0.433203632,0.370689655,0,0.403096903,0.41924592,0.014307586,0.300847458,0.140983607,0.648148148,0.402686876,0.886545455,0.552407932,0.382306971
72,consortiumnews.com,https://consortiumnews.com/2015/11/12/fresh-twists-in-the-lockerbie-case/,Reliable,0.518820123,0.445859873,0.707509881,0.474086676,0.555373987,0.800259403,0.82083958,0,0.855644356,0.812417933,0.001740758,0.703389831,0.289617486,0.532407407,0.844151371,0.722181818,0.868271955,0.837449203
73,consortiumnews.com,https://consortiumnews.com/2015/11/12/new-pressures-for-mideast-peace/,Reliable,0.084871516,0.681528662,0.837944664,0.981064087,1,0.237354086,0.279985007,0,0.297702298,0.313824798,0.022131783,0.156779661,0.217213115,0.717592593,0.306234929,0.933090909,0.395184136,0.284151297
74,consortiumnews.com,https://consortiumnews.com/2015/11/12/netanyahu-ups-the-us-ante/,Reliable,0.352334419,0.496815287,0.71541502,0.662920476,0.601728743,0.251621271,0.269865067,0,0.272727273,0.265241043,0.024725539,0.203389831,0.163934426,0.550925926,0.270803602,0.650181818,0.327195467,0.261644264
75,consortiumnews.com,https://consortiumnews.com/2015/11/11/separating-war-from-the-vets-2/,Reliable,0.393051031,0.464968153,0.731225296,0.737116295,0.459980423,0.134889754,0.240254873,0,0.248251748,0.256049522,0.02649104,0.224576271,0.180327869,0.490740741,0.249790857,0.713454545,0.361189802,0.248202563
76,consortiumnews.com,https://consortiumnews.com/2015/11/13/gulf-states-slip-out-of-war-on-isis/,Reliable,0.309265291,0.52866242,0.754940711,0.905344886,0.751853297,0.138780804,0.148425787,0,0.14985015,0.151753892,0.050171296,0.093220339,0.11147541,0.587962963,0.149402096,0.684363636,0.21388102,0.145357924
77,consortiumnews.com,https://consortiumnews.com/2015/11/11/rubios-big-time-military-build-up/,Reliable,0.209735794,0.369426752,0.656126482,0.833529627,0.565223046,0.364461738,0.468890555,0,0.502997003,0.516413431,0.009887319,0.389830508,0.18852459,0.393518519,0.503026426,0.826909091,0.71388102,0.473585495
78,consortiumnews.com,https://consortiumnews.com/2016/03/11/hillarys-double-standard-on-protests/,Reliable,0.39359392,0.76433121,0.885375494,0.660412977,0.458033077,0.145265888,0.209145427,0,0.222277722,0.22322266,0.032383526,0.190677966,0.217213115,0.796296296,0.219723439,0.797818182,0.28611898,0.211628634
79,consortiumnews.com,https://consortiumnews.com/2016/03/11/the-electoral-choice-from-hell/,Reliable,0.571299312,0.331210191,0.644268775,0.470051052,0.372392454,0.338521401,0.328335832,0,0.331668332,0.325079722,0.016969271,0.347457627,0.087431694,0.388888889,0.330741597,0.608,0.396600567,0.342294467
80,consortiumnews.com,https://consortiumnews.com/2016/03/07/creating-russiachina-bogeymen/,Reliable,0.201230547,0.554140127,0.778656126,0.877550013,0.594902789,0.426718547,0.552098951,0,0.615384615,0.593322078,0.007618187,0.43220339,0.37704918,0.615740741,0.58501058,0.844363636,0.83286119,0.53923101
81,consortiumnews.com,https://consortiumnews.com/2017/03/16/trumping-trump-and-howling-at-the-moonves/,Reliable,0.71208831,0.261146497,0.592885375,0.272657225,0.415452917,0.50843061,0.825712144,1,0.785714286,0.774151191,0.00127126,0.855932203,0.084699454,0.337962963,0.803503765,0.502545455,0.76203966,0.875898718
82,consortiumnews.com,https://consortiumnews.com/2014/08/05/how-lbj-was-deceived-on-gulf-of-tonkin/,Reliable,0.173000362,0.426751592,0.727272727,0.689729649,0.693311528,0.221789883,0.274737631,0,0.277722278,0.274432564,0.025361602,0.18220339,0.180327869,0.458333333,0.270360711,0.616,0.313031161,0.256642701
83,nutritionfacts.org,https://nutritionfacts.org/2016/04/12/might-turmeric-help-prevent-alzheimers/,Reliable,0.48335143,1,0,0.659111083,0.678724709,0.010376135,0.028485757,0,0.03046953,0.030575877,0.225037824,0.012711864,0.426229508,1,0.029083214,0.756363636,0.033994334,0.030009378
84,nutritionfacts.org,https://nutritionfacts.org/2016/12/27/dr-gregers-new-dvd-now-streaming/,Reliable,0.60170105,0.184713376,0.557312253,0.39978289,0.266382805,0.168612192,0.148425787,0,0.134865135,0.145938848,0.046673514,0.177966102,0.295081967,0.259259259,0.149795778,0.594181818,0.175637394,0.155048453
85,nutritionfacts.org,https://nutritionfacts.org/video/optimal-vinegar-dose/,Reliable,0.71806008,0.331210191,0.600790514,0.352012659,0.394589674,0.023346304,0.135307346,0,0.137862138,0.12886888,0.05152037,0.13559322,0.168032787,0.425925926,0.132719846,0.544727273,0.137393768,0.14191935
86,nutritionfacts.org,https://nutritionfacts.org/video/where-does-the-arsenic-in-rice-mushrooms-and-wine-come-from/,Reliable,0.663409338,0.560509554,0.628458498,0.492777939,0.584774786,0.029831388,0.151424288,0,0.142857143,0.157193772,0.040532794,0.13559322,0.401639344,0.541666667,0.155356528,0.595636364,0.179886686,0.175367302
87,nutritionfacts.org,https://nutritionfacts.org/audio/be-anti-oxidant/,Reliable,0.68946797,0.617834395,0.770750988,0.272776463,0.494262533,0.080415045,0.468890555,0,0.454045954,0.49090227,0.007637233,0.478813559,0.127868852,0.615740741,0.485507603,0.667636364,0.436260623,0.538605814
