,domain,url,urlType,M_dollar,M_dblApostrophe,M_comma,M_-LRB-,M_-RRB-,M_dot,M_colon,M_ADD,M_AFX,M_CC,M_CD,M_DT,M_EX,M_FW,M_HYPH,M_IN,M_JJ,M_JJR,M_JJS,M_LS,M_MD,M_NFP,M_NN,M_NNP,M_NNPS,M_NNS,M_PDT,M_POS,M_PRP,M_PRP$,M_RB,M_RBR,M_RBS,M_RP,M_SYM,M_TO,M_UH,M_VB,M_VBD,M_VBG,M_VBN,M_VBP,M_VBZ,M_WDT,M_WP,M_WP$,M_WRB,M_XX,M__SP,M_dblSpecialApostrophe
9330,threepercenternation.com,http://threepercenternation.com/2017/02/little-kid-loses-it-when-internet-goes-down-video/,Fake,-1,-1,7,2,2,11,1,-1,-1,-1,1,1,-1,-1,2,2,10,-1,-1,-1,2,-1,26,10,-1,6,-1,-1,2,-1,7,-1,-1,-1,1,-1,-1,4,4,5,3,1,4,-1,-1,-1,-1,-1,-1,-1
9331,threepercenternation.com,http://threepercenternation.com/2017/01/man-goes-home-to-check-on-ill-stepdaughter-but-he-never-expected-to-find-this/,Fake,-1,-1,14,-1,-1,12,1,-1,-1,-1,2,1,-1,-1,2,-1,7,-1,-1,-1,2,-1,47,13,-1,11,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,5,23,6,6,-1,1,-1,-1,-1,-1,-1,-1,-1
9332,threepercenternation.com,http://threepercenternation.com/2017/01/and-they-call-it-puppy-love-but-the-police-call-it-a-crime/,Fake,-1,-1,7,-1,-1,12,-1,-1,-1,1,3,2,-1,-1,-1,1,10,-1,-1,-1,4,-1,36,14,-1,7,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,1,17,10,2,6,1,4,-1,-1,-1,-1,-1,-1,-1
9333,threepercenternation.com,http://threepercenternation.com/2017/01/police-spot-couple-having-sex-in-car-but-are-shocked-by-what-they-find-in-the-back-seat/,Fake,-1,-1,12,-1,-1,12,1,-1,-1,-1,7,-1,-1,-1,-1,4,15,-1,-1,-1,-1,-1,48,24,1,12,-1,-1,-1,-1,8,-1,-1,1,-1,-1,-1,-1,14,6,6,3,2,-1,-1,-1,-1,-1,-1,-1
9334,threepercenternation.com,http://threepercenternation.com/2015/05/why-would-a-school-suspend-a-girl-for-advocating-abstinence-andor-condoms-in-sex-ed-class/,Fake,-1,-1,16,-1,-1,21,5,-1,-1,2,2,1,-1,-1,1,2,22,-1,-1,-1,5,-1,42,26,1,26,-1,-1,3,-1,13,-1,-1,-1,1,-1,4,10,10,4,7,7,3,-1,-1,-1,-1,-1,-1,-1
9335,threepercenternation.com,http://threepercenternation.com/2015/06/minneapolis-sex-ed-class-gave-lesson-at-adult-novelty-shop/,Fake,-1,-1,25,-1,-1,18,1,-1,-1,-1,5,-1,2,-1,1,7,27,1,-1,-1,1,-1,62,37,-1,36,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,1,4,20,2,9,5,5,-1,-1,1,1,-1,-1,-1
9336,threepercenternation.com,http://threepercenternation.com/2016/12/bus-drives-spots-suicidal-woman/,Fake,-1,-1,19,1,1,13,1,-1,-1,-1,1,-1,-1,-1,1,3,15,-1,-1,-1,-1,-1,29,20,1,2,-1,-1,3,-1,7,-1,-1,-1,-1,2,2,6,15,4,1,1,1,1,-1,-1,-1,-1,-1,-1
9337,threepercenternation.com,http://threepercenternation.com/2016/09/bully-gets-dropped/,Fake,-1,-1,4,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,5,8,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,3,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1
9338,threepercenternation.com,http://threepercenternation.com/2015/04/graphic-video-ca-deputies-on-leave-after-beating-kicking-suspect-who-fled-on-horseback/,Fake,-1,-1,12,1,1,7,4,-1,-1,-1,6,-1,-1,-1,-1,2,7,-1,-1,-1,-1,-1,25,17,1,10,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,2,10,8,2,7,3,-1,-1,-1,-1,-1,-1,-1
9339,threepercenternation.com,http://threepercenternation.com/2015/08/armed-elderly-woman/,Fake,-1,-1,15,1,1,9,2,-1,-1,1,9,2,-1,-1,-1,2,12,-1,-1,-1,1,-1,42,33,1,26,-1,-1,1,-1,5,-1,-1,-1,-1,-1,-1,7,7,4,3,6,2,-1,-1,-1,-1,-1,-1,-1
9340,threepercenternation.com,http://threepercenternation.com/2017/02/california-dam-about-to-burst-188000-evacuated-video/,Fake,1,-1,24,3,3,22,5,-1,-1,-1,11,3,1,-1,-1,2,32,2,3,-1,6,-1,127,47,1,25,-1,-1,1,-1,13,-1,-1,2,-1,-1,-1,12,18,20,5,5,10,-1,-1,-1,-1,-1,-1,-1
9341,threepercenternation.com,http://threepercenternation.com/2015/07/bill-cosbys-hollywood-star/,Fake,-1,-1,13,-1,-1,13,1,-1,-1,-1,1,-1,-1,-1,-1,5,16,-1,-1,-1,4,-1,41,29,1,17,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,1,4,18,4,7,1,-1,-1,-1,-1,-1,-1,-1,-1
9342,threepercenternation.com,http://threepercenternation.com/2015/07/denis-leary-goes-off/,Fake,-1,-1,15,3,2,19,5,-1,-1,-1,3,1,-1,-1,5,2,19,-1,1,-1,2,-1,33,43,-1,13,-1,-1,5,-1,21,-1,1,1,-1,-1,4,13,7,7,2,3,6,-1,-1,-1,-1,-1,-1,-1
9343,threepercenternation.com,http://threepercenternation.com/2015/08/cosby-the-creep/,Fake,-1,-1,3,1,1,11,1,-1,-1,1,6,2,-1,-1,4,3,14,-1,2,-1,1,-1,34,23,2,16,-1,-1,1,-1,8,-1,-1,1,-1,-1,2,3,11,3,2,6,6,-1,1,-1,-1,-1,-1,-1
9344,threepercenternation.com,http://threepercenternation.com/2017/01/dads-voiceover-on-daughters-makeup-tutorial-is-hilarious-video/,Fake,-1,-1,6,3,3,8,3,-1,-1,-1,-1,1,-1,-1,3,2,9,-1,1,-1,-1,-1,33,17,-1,5,-1,-1,2,-1,5,-1,-1,-1,4,-1,1,2,3,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1
9345,threepercenternation.com,http://threepercenternation.com/2017/02/check-out-the-hot-date-eating-carolina-reaper-pepper-wings-video/,Fake,-1,-1,6,1,1,9,-1,-1,-1,-1,1,1,-1,-1,1,3,11,-1,3,-1,1,-1,33,18,2,8,-1,-1,1,-1,5,-1,-1,-1,1,-1,-1,4,1,6,1,3,4,-1,-1,-1,-1,-1,-1,-1
9346,threepercenternation.com,http://threepercenternation.com/2014/11/5-crimes-so-embarrassing-they-would-even-make-a-sailor-blush/,Fake,-1,-1,26,1,5,27,11,-1,-1,-1,8,1,-1,-1,8,7,43,-1,1,3,2,1,94,56,3,15,1,-1,1,-1,17,-1,-1,-1,-1,-1,1,8,26,13,13,6,5,-1,1,-1,-1,-1,-1,-1
9347,threepercenternation.com,http://threepercenternation.com/2016/10/joe/,Fake,-1,-1,3,-1,-1,6,-1,-1,-1,-1,2,2,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,13,7,-1,9,-1,-1,1,-1,4,-1,-1,-1,-1,-1,-1,3,5,6,2,1,3,-1,-1,-1,-1,-1,-1,-1
9348,threepercenternation.com,http://threepercenternation.com/2016/10/trump-was-right-all-along/,Fake,-1,-1,16,-1,-1,20,1,-1,-1,-1,8,1,-1,-1,1,3,23,2,-1,-1,1,-1,42,36,-1,31,-1,-1,2,-1,15,-1,-1,-1,-1,-1,-1,4,26,6,7,8,4,-1,-1,-1,-1,-1,-1,-1
9349,threepercenternation.com,http://threepercenternation.com/2015/07/nyt-excuses-fbis-mistake/,Fake,-1,-1,18,-1,-1,17,5,-1,-1,-1,8,-1,-1,1,1,2,15,-1,2,-1,3,1,105,84,1,15,-1,-1,3,-1,17,-1,-1,-1,-1,-1,-1,12,34,15,7,3,3,-1,-1,-1,-1,-1,-1,-1
9350,threepercenternation.com,http://threepercenternation.com/2015/07/black-appeasers-erasing-history-of-america/,Fake,-1,-1,19,3,5,39,9,1,-1,-1,4,3,-1,-1,4,9,69,4,-1,3,2,1,101,66,4,55,-1,-1,2,-1,31,1,-1,-1,-1,-1,2,20,17,22,15,26,5,-1,-1,1,-1,-1,-1,-1
9351,threepercenternation.com,http://threepercenternation.com/2015/07/obama-guns-a-greater-threat-than-terrorism/,Fake,-1,-1,27,16,16,14,3,-1,-1,-1,6,-1,-1,-1,2,5,10,1,-1,-1,-1,-1,43,71,5,28,-1,-1,1,-1,15,-1,-1,-1,-1,-1,-1,9,12,7,2,8,-1,-1,-1,-1,-1,-1,-1,-1
9352,threepercenternation.com,http://threepercenternation.com/2015/06/dylann-roofs-family-releases-statement-words-cannot-express-our-shock/,Fake,-1,-1,13,-1,-1,12,3,-1,-1,-1,1,-1,-1,-1,-1,2,5,-1,1,-1,4,-1,37,24,1,30,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,1,6,10,10,5,4,1,-1,-1,-1,-1,-1,-1,-1
9353,threepercenternation.com,http://threepercenternation.com/2014/12/study-law-enforcement-is-the-most-obese-profession/,Fake,-1,-1,8,-1,-1,8,1,-1,-1,-1,5,-1,-1,-1,-1,1,10,-1,2,-1,-1,-1,25,11,-1,28,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,6,2,-1,3,1,-1,-1,-1,-1,-1,-1,-1
9354,threepercenternation.com,http://threepercenternation.com/2015/04/quaid-goes-ballistic-on-set/,Fake,-1,-1,21,2,2,15,10,-1,-1,2,3,2,-1,-1,8,7,14,-1,-1,-1,3,-1,43,33,-1,9,-1,-1,4,-1,16,-1,-1,-1,-1,-1,2,6,8,11,8,4,6,-1,-1,-1,-1,-1,-1,-1
9355,threepercenternation.com,http://threepercenternation.com/2016/09/shop/,Fake,-1,-1,25,-1,-1,21,1,-1,-1,1,6,2,1,-1,-1,3,23,-1,1,-1,1,-1,62,33,1,15,-1,-1,2,-1,18,-1,-1,-1,-1,-1,1,13,9,4,5,5,19,-1,-1,-1,1,-1,-1,-1
9356,threepercenternation.com,http://threepercenternation.com/2014/10/obama-dumbass/,Fake,-1,-1,24,2,2,23,-1,-1,-1,1,26,2,-1,-1,1,3,36,-1,8,-1,3,-1,41,51,11,21,-1,-1,1,-1,15,2,-1,-1,-1,-1,1,5,7,4,3,8,1,-1,-1,-1,-1,-1,-1,-1
9357,threepercenternation.com,http://threepercenternation.com/2014/11/isis-dumps-women-and-children-in-well-after-slaughtering-322-sunni-tribemen/,Fake,-1,-1,5,1,1,12,-1,-1,-1,-1,6,-1,-1,-1,5,4,8,-1,2,-1,-1,-1,23,39,2,15,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,2,15,8,3,-1,2,-1,-1,1,-1,-1,-1,-1
9358,threepercenternation.com,http://threepercenternation.com/2014/10/nypd-unions-appealing-ban-on-stop-and-frisk/,Fake,-1,-1,7,-1,-1,6,-1,-1,-1,4,8,-1,-1,-1,8,2,13,-1,-1,-1,-1,-1,26,24,3,14,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,5,10,4,3,2,1,-1,-1,-1,-1,-1,-1,-1
9359,threepercenternation.com,http://threepercenternation.com/2014/12/watch-wait-until-you-see-what-these-cops-blasted-protesters-with-and-some-are-calling-it-terrorism/,Fake,-1,-1,11,3,3,16,1,-1,-1,2,1,2,-1,-1,-1,1,18,-1,-1,-1,2,-1,44,31,2,9,-1,-1,1,-1,8,-1,-1,-1,-1,-1,-1,7,16,7,5,-1,3,-1,-1,-1,-1,-1,-1,-1
9360,threepercenternation.com,http://threepercenternation.com/2015/01/video-blacklivesmatter-protesters-block-busy-boston-interstate-results-in-23-arrests/,Fake,1,-1,14,1,1,6,1,1,-1,-1,7,-1,-1,-1,1,-1,13,-1,1,-1,-1,-1,35,28,-1,14,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,10,4,2,3,1,-1,-1,-1,-1,-1,-1,-1
9361,threepercenternation.com,http://threepercenternation.com/2014/12/watch-50-isis-militants-annihilated-in-one-of-deadliest-attacks/,Fake,-1,-1,7,3,3,7,-1,1,-1,-1,6,1,-1,2,4,3,13,1,2,-1,-1,-1,25,20,2,12,-1,-1,-1,-1,7,-1,-1,-1,6,-1,-1,1,10,4,5,1,1,-1,-1,-1,-1,-1,-1,-1
9362,threepercenternation.com,http://threepercenternation.com/2016/10/journalist/,Fake,-1,-1,3,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,4,8,-1,1,-1,-1,-1,-1,4,-1,-1,-1,1,-1,-1,3,1,3,-1,-1,1,-1,-1,-1,1,-1,-1,-1
9363,threepercenternation.com,http://threepercenternation.com/2016/10/hillarys-private-viewpoint-on-the-second-amendment/,Fake,-1,-1,51,6,6,37,9,-1,-1,-1,11,5,1,-1,7,5,57,-1,2,2,9,9,138,75,4,55,-1,-1,3,-1,36,1,-1,2,-1,-1,2,23,28,20,23,25,15,-1,-1,-1,-1,-1,-1,-1
9364,thefreepatriot.org,http://thefreepatriot.org/what-the-feds-just-seized-in-new-york-could-kill-32-million-people-and-its-all-thanks-mexico/,Fake,-1,-1,22,4,4,31,5,-1,-1,-1,11,4,1,-1,10,5,28,1,3,-1,4,-1,54,35,1,27,-1,-1,5,-1,23,1,-1,-1,1,-1,2,15,9,7,7,5,5,-1,-1,-1,-1,-1,-1,-1
9365,threepercenternation.com,http://threepercenternation.com/2016/11/while-americans-are-still-distracted/,Fake,-1,-1,200,13,13,193,4,-1,3,-1,123,4,-1,-1,74,45,337,5,9,4,14,-1,535,653,24,447,1,-1,10,-1,116,1,1,2,1,-1,1,49,226,129,87,64,34,-1,-1,2,-1,-1,-1,-1
9366,threepercenternation.com,http://threepercenternation.com/2016/12/watch-dramatic-footage-of-isis-militant/,Fake,-1,-1,17,1,1,12,1,-1,-1,-1,1,-1,-1,-1,2,2,24,-1,-1,-1,4,1,43,15,-1,23,-1,-1,-1,-1,20,-1,-1,2,-1,-1,-1,9,6,13,6,13,7,-1,-1,-1,-1,-1,-1,-1
9367,threepercenternation.com,http://threepercenternation.com/2016/12/white-house-caught-in-fake-news-scam-issues-huge-statement-on-isis-threat/,Fake,-1,-1,29,-1,-1,42,4,-1,1,-1,9,8,-1,-1,5,2,39,-1,4,-1,9,-1,70,88,1,31,-1,-1,7,-1,34,1,-1,1,-1,-1,-1,32,22,10,9,12,7,-1,1,-1,-1,-1,-1,-1
9368,threepercenternation.com,http://threepercenternation.com/2016/12/obama-plays-global-whack-a-mole/,Fake,-1,-1,25,1,1,16,1,-1,-1,-1,9,2,-1,-1,8,7,35,2,1,-1,-1,-1,68,65,1,34,-1,-1,-1,-1,17,1,-1,-1,-1,-1,-1,3,16,12,7,5,7,-1,-1,-1,-1,-1,-1,-1
9369,threepercenternation.com,http://threepercenternation.com/2016/12/huma-abedin-20-intimate-details/,Fake,-1,-1,33,-1,-1,57,2,-1,-1,-1,29,2,1,-1,6,3,41,2,-1,1,4,1,77,65,6,26,-1,-1,4,-1,33,-1,1,-1,-1,-1,-1,12,24,13,15,9,11,-1,-1,-1,-1,-1,-1,-1
9370,threepercenternation.com,http://threepercenternation.com/2016/10/uncle-sam-to-uncle-samantha/,Fake,-1,-1,63,2,2,15,5,-1,2,2,20,3,-1,-1,6,10,126,1,3,-1,7,-1,183,92,6,117,1,-1,4,-1,51,5,-1,-1,-1,-1,-1,25,28,24,29,29,11,1,-1,-1,-1,-1,-1,-1
9371,threepercenternation.com,http://threepercenternation.com/2016/12/watch-men-kicked-off-flight/,Fake,-1,-1,10,2,2,11,2,-1,-1,-1,8,2,-1,-1,-1,3,10,-1,-1,-1,-1,-1,47,21,-1,14,-1,-1,-1,-1,7,-1,-1,-1,1,-1,1,3,13,11,11,-1,3,-1,-1,-1,-1,-1,-1,-1
9372,threepercenternation.com,http://threepercenternation.com/2016/12/watch-never-too-young-for-jihad/,Fake,-1,-1,4,1,1,10,1,-1,-1,-1,3,3,-1,-1,1,2,11,-1,-1,-1,-1,-1,26,14,-1,16,-1,-1,-1,-1,3,-1,-1,1,-1,-1,-1,2,6,5,4,3,6,-1,-1,-1,-1,-1,-1,-1
9373,threepercenternation.com,http://threepercenternation.com/2014/11/u-s-army-removes-negro-as-official-reference-to-black-people-after-public-outrage/,Fake,-1,2,20,3,3,18,3,-1,-1,-1,10,-1,-1,-1,3,2,23,-1,-1,-1,-1,1,39,42,1,17,-1,-1,-1,-1,10,-1,-1,-1,2,-1,1,4,14,2,7,6,11,-1,-1,-1,-1,-1,-1,3
9374,threepercenternation.com,http://threepercenternation.com/2017/01/former-fbi-agent-claims-vast-majority-of-us-mosques-are-part-of-jihad-network-what-do-you-think/,Fake,-1,-1,15,1,1,10,2,-1,-1,-1,6,-1,-1,-1,2,5,16,1,-1,-1,-1,-1,30,85,8,10,-1,-1,1,-1,3,-1,-1,2,-1,-1,-1,2,16,3,6,1,2,-1,-1,-1,-1,-1,-1,-1
9375,threepercenternation.com,http://threepercenternation.com/2016/09/soldier-surprises-daughter/,Fake,-1,-1,16,1,1,12,1,-1,-1,-1,6,1,-1,-1,-1,4,18,-1,-1,-1,2,-1,32,29,2,9,-1,-1,3,-1,7,-1,-1,1,-1,-1,-1,6,5,5,1,8,3,-1,-1,-1,-1,-1,-1,-1
9376,threepercenternation.com,http://threepercenternation.com/2014/11/christopher-downey/,Fake,-1,-1,75,-1,-1,96,6,-1,-1,1,26,2,-1,-1,9,10,73,1,-1,1,3,3,229,157,4,75,-1,-1,1,-1,49,-1,-1,-1,1,-1,4,12,91,48,25,12,12,-1,-1,-1,-1,-1,-1,-1
9377,threepercenternation.com,http://threepercenternation.com/2016/12/aleppo-10-fake-news/,Fake,1,-1,206,17,17,199,5,-1,2,1,82,11,-1,-1,56,33,346,5,8,6,22,2,557,539,15,431,-1,-1,9,-1,130,3,-1,1,1,1,1,53,178,120,93,68,42,1,-1,-1,-1,1,-1,-1
9378,threepercenternation.com,http://threepercenternation.com/2015/11/42-million-muslims-support-isis/,Fake,-1,-1,8,-1,-1,9,2,-1,-1,-1,7,-1,-1,-1,-1,5,18,-1,1,1,1,-1,26,13,3,8,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,5,6,5,2,2,1,-1,-1,-1,-1,-1,-1,-1
9379,threepercenternation.com,http://threepercenternation.com/2015/11/syrian-refugees-being-resettled-by-obama/,Fake,-1,-1,26,-1,-1,11,2,-1,-1,-1,4,1,-1,-1,-1,2,23,-1,-1,-1,1,-1,26,40,1,20,-1,-1,-1,-1,9,-1,1,-1,-1,-1,2,4,10,4,3,3,1,-1,-1,-1,-1,-1,-1,-1
9380,threepercenternation.com,http://threepercenternation.com/2016/09/nsfw-pamela-anderson-leaves-nothing-to-the-imagination-in-new-movie-trailer/,Fake,-1,-1,3,1,1,3,2,-1,-1,-1,-1,-1,-1,-1,2,2,10,-1,-1,-1,-1,-1,15,16,2,3,-1,-1,-1,-1,4,-1,-1,-1,1,-1,-1,2,2,3,2,3,4,-1,-1,-1,-1,-1,-1,-1
9381,threepercenternation.com,http://threepercenternation.com/2015/12/watch-viral-prank-involving-bacon-and-islamists-too-far/,Fake,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1
9382,threepercenternation.com,http://threepercenternation.com/2015/11/isis-use-refugee-crisis-to-infiltrate-us/,Fake,-1,-1,40,1,1,35,3,-1,-1,-1,7,1,-1,1,3,13,59,3,-1,-1,-1,1,81,102,6,42,-1,-1,1,-1,17,-1,-1,-1,1,-1,-1,10,31,20,8,13,8,-1,2,-1,-1,-1,-1,-1
9383,threepercenternation.com,http://threepercenternation.com/2015/12/watch-full-of-dirt-and-sperm-islamic-thugs-in-germany-brag-on-video-after-raping-young-virgin-german-girl/,Fake,-1,-1,2,-1,-1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,1,17,-1,-1,-1,1,-1,18,13,1,8,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,2,1,2,3,2,1,-1,-1,-1,-1,-1,-1,-1
9384,thefreepatriot.org,http://thefreepatriot.org/vietnam-vet-arrested-for-hanging-us-flag-upside-down/,Fake,-1,-1,42,1,1,32,2,-1,-1,-1,9,5,-1,-1,4,4,28,-1,-1,10,5,-1,91,55,-1,23,-1,-1,6,-1,23,-1,-1,-1,1,-1,-1,19,33,12,11,6,7,-1,1,-1,-1,-1,-1,-1
9385,threepercenternation.com,http://threepercenternation.com/2016/09/noor-tagouri-playboy/,Fake,-1,-1,11,2,2,14,2,-1,-1,-1,3,-1,-1,-1,4,2,13,-1,1,-1,1,-1,35,19,-1,6,-1,-1,1,-1,5,-1,-1,-1,1,-1,2,12,7,2,4,6,2,-1,-1,-1,-1,-1,-1,-1
9386,threepercenternation.com,http://threepercenternation.com/2016/08/obama-admits-hes-muslim/,Fake,-1,-1,2,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,6,6,-1,1,-1,-1,1,-1,3,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
9387,threepercenternation.com,http://threepercenternation.com/2015/12/watch-philippines-islamic-deathcult-group-names-itself-milf-gets-ass-kicked-by-saf-troops/,Fake,-1,-1,2,-1,-1,5,2,-1,-1,-1,-1,2,-1,-1,-1,-1,9,-1,-1,-1,-1,1,19,14,1,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,3,2,2,-1,4,-1,-1,-1,-1,-1,-1,-1
9388,threepercenternation.com,http://threepercenternation.com/2016/10/watch-10/,Fake,-1,-1,4,1,1,7,1,-1,-1,-1,-1,-1,-1,-1,1,1,10,-1,-1,-1,-1,-1,16,8,2,4,-1,-1,1,-1,7,-1,-1,1,-1,-1,-1,5,6,4,3,2,1,-1,-1,-1,-1,-1,-1,-1
9389,threepercenternation.com,http://threepercenternation.com/2016/10/10-most-barbaric-tyrants/,Fake,-1,-1,10,3,3,14,-1,-1,-1,-1,29,-1,-1,1,1,-1,19,-1,2,-1,-1,-1,33,34,1,19,-1,-1,1,-1,6,-1,-1,-1,1,-1,-1,2,12,3,10,3,1,-1,-1,-1,-1,-1,-1,-1
9390,threepercenternation.com,http://threepercenternation.com/2016/09/kaepernick-muslim-convert/,Fake,-1,-1,4,-1,-1,5,2,-1,-1,-1,1,-1,-1,-1,2,1,8,-1,-1,-1,-1,-1,8,21,-1,6,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,3,6,2,4,1,-1,-1,-1,-1,-1,-1,-1
9391,threepercenternation.com,http://threepercenternation.com/2015/05/developing-multiple-fatalities-reported-in-texas-shooting/,Fake,-1,-1,10,-1,-1,11,2,-1,-1,-1,3,2,-1,-1,4,2,8,1,-1,-1,-1,-1,30,58,1,15,-1,-1,-1,-1,5,-1,-1,1,-1,-1,-1,-1,16,5,7,2,-1,-1,-1,-1,-1,-1,-1,-1
9392,threepercenternation.com,http://threepercenternation.com/2016/09/alexis-arquette-dead/,Fake,-1,-1,7,-1,-1,10,-1,-1,-1,-1,6,1,-1,-1,1,2,5,-1,-1,-1,-1,-1,21,33,1,7,-1,-1,-1,-1,8,1,-1,1,2,-1,-1,2,9,7,5,1,-1,-1,-1,-1,-1,-1,-1,-1
9393,threepercenternation.com,http://threepercenternation.com/2015/07/5000-naked-anti-lgbt-protesters/,Fake,-1,-1,11,1,1,14,2,-1,-1,-1,6,4,-1,-1,5,6,24,-1,1,-1,6,-1,44,42,4,13,-1,-1,1,-1,18,-1,-1,-1,-1,-1,-1,8,9,4,5,6,8,1,-1,-1,-1,-1,-1,-1
9394,threepercenternation.com,http://threepercenternation.com/2015/07/watch-emotional-freakshow-bruce-jenner/,Fake,-1,-1,12,1,1,13,1,1,-1,-1,-1,-1,-1,-1,-1,2,11,-1,-1,-1,1,-1,41,20,-1,20,-1,-1,2,-1,11,-1,-1,-1,-1,-1,-1,10,10,10,3,7,2,-1,-1,-1,-1,-1,-1,-1
9395,threepercenternation.com,http://threepercenternation.com/2017/01/gender-bender-singing-sensation-goes-viral/,Fake,-1,-1,6,-1,-1,11,1,-1,-1,2,-1,-1,-1,-1,-1,3,11,1,-1,2,1,11,26,5,-1,13,-1,-1,9,1,7,-1,-1,-1,1,2,-1,8,2,8,2,6,6,-1,-1,-1,-1,1,-1,-1
9396,threepercenternation.com,http://threepercenternation.com/2015/07/is-this-the-real-homosexual-end-game/,Fake,-1,1,39,4,10,45,19,1,-1,-1,10,5,-1,2,5,10,80,-1,1,4,6,2,102,31,1,63,-1,-1,8,-1,46,2,-1,-1,1,-1,1,40,6,10,11,16,13,-1,-1,-1,-1,-1,-1,-1
9397,threepercenternation.com,http://threepercenternation.com/2016/10/transgender-woman-pleads-guilty/,Fake,-1,-1,8,-1,-1,13,2,-1,-1,-1,3,1,-1,-1,2,3,9,1,-1,-1,1,-1,47,40,-1,8,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,1,10,8,-1,1,5,-1,-1,-1,-1,-1,-1,-1
9398,threepercenternation.com,http://threepercenternation.com/2015/06/freakshow-bruce-jenner/,Fake,-1,-1,20,-1,-1,11,4,-1,-1,-1,3,-1,-1,-1,3,3,10,-1,1,1,1,-1,42,43,2,9,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,1,6,7,5,3,5,6,-1,-1,-1,-1,1,-1,-1
9399,threepercenternation.com,http://threepercenternation.com/2017/02/californias-loony-left-lawmakers-want-to-change-the-drivers-license/,Fake,-1,-1,38,1,1,37,3,-1,-1,2,11,4,-1,-1,6,5,50,2,-1,-1,8,1,177,57,4,57,-1,-1,-1,-1,35,-1,1,-1,1,-1,-1,21,17,20,19,25,12,-1,-1,-1,-1,-1,-1,-1
9400,threepercenternation.com,http://threepercenternation.com/2016/09/watch-8/,Fake,2,-1,14,1,1,24,1,-1,-1,-1,3,3,-1,-1,-1,3,26,2,-1,-1,2,1,46,19,3,13,-1,-1,5,-1,11,-1,-1,-1,-1,-1,1,6,11,8,2,6,10,-1,1,-1,-1,-1,-1,-1
9401,threepercenternation.com,http://threepercenternation.com/2015/11/syrian-refugees-to-u-s-by-100000/,Fake,-1,-1,-1,-1,-1,6,3,-1,-1,-1,5,-1,-1,-1,-1,1,10,-1,-1,-1,2,-1,12,19,1,4,-1,-1,-1,-1,2,-1,1,-1,1,-1,-1,2,4,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1
9402,thefreepatriot.org,http://thefreepatriot.org/as-muslims-prepare-to-behead-christian-woman-she-smiles-and-says-1-word/,Fake,-1,-1,47,6,6,31,7,-1,1,1,25,2,-1,-1,5,4,38,1,-1,-1,7,1,90,77,14,50,-1,-1,3,-1,13,1,-1,-1,1,-1,-1,19,38,12,16,19,8,-1,-1,-1,1,-1,-1,-1
9403,threepercenternation.com,http://threepercenternation.com/2016/11/anti-trump-protesters-may-be/,Fake,-1,-1,70,1,1,47,2,-1,-1,1,3,11,-1,-1,9,7,87,2,-1,-1,13,1,180,85,4,65,-1,-1,6,-1,69,1,-1,1,1,1,-1,37,29,30,24,21,23,2,-1,-1,-1,-1,-1,-1
9404,threepercenternation.com,http://threepercenternation.com/2016/03/slovakia-prime-minister-build-a-wall/,Fake,-1,-1,13,1,1,8,2,-1,-1,-1,2,-1,-1,-1,-1,-1,13,-1,-1,-1,5,-1,18,29,2,11,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,1,11,10,3,1,6,1,-1,-1,-1,-1,-1,-1,-1
