,domain,url,urlType,M_dollar,M_dblApostrophe,M_comma,M_-LRB-,M_-RRB-,M_dot,M_colon,M_ADD,M_AFX,M_CC,M_CD,M_DT,M_EX,M_FW,M_HYPH,M_IN,M_JJ,M_JJR,M_JJS,M_LS,M_MD,M_NFP,M_NN,M_NNP,M_NNPS,M_NNS,M_PDT,M_POS,M_PRP,M_PRP$,M_RB,M_RBR,M_RBS,M_RP,M_SYM,M_TO,M_UH,M_VB,M_VBD,M_VBG,M_VBN,M_VBP,M_VBZ,M_WDT,M_WP,M_WP$,M_WRB,M_XX,M__SP,M_dblSpecialApostrophe
0,nutritionfacts.org,https://nutritionfacts.org/audio/fighting-fatigue/,Reliable,-1,-1,174,7,7,128,18,-1,-1,3,22,14,4,-1,24,26,187,2,2,1,15,1,396,81,4,148,-1,-1,14,-1,98,1,-1,1,4,1,10,69,29,38,36,38,36,-1,1,1,1,-1,-1,-1
1,nutritionfacts.org,https://nutritionfacts.org/audio/new-thoughts-on-a-healthy-weight/,Reliable,-1,-1,162,17,17,119,8,-1,-1,2,33,9,3,3,26,19,141,30,5,1,23,1,423,46,5,180,-1,-1,11,-1,74,3,-1,1,-1,-1,12,72,42,60,24,40,20,1,-1,1,1,-1,-1,-1
2,nutritionfacts.org,https://nutritionfacts.org/audio/the-latest-on-childrens-health/,Reliable,1,-1,161,25,25,113,8,-1,-1,3,36,8,5,1,14,24,170,18,5,1,22,2,382,61,5,216,-1,-1,7,-1,98,4,3,-1,-1,-1,9,52,41,58,40,34,25,-1,-1,1,1,-1,-1,-1
3,nutritionfacts.org,https://nutritionfacts.org/audio/beans-beans-the-truth-about-lectins/,Reliable,4,-1,284,25,25,176,18,-1,-1,6,58,18,3,-1,30,29,244,8,8,-1,42,3,494,71,8,321,-1,-1,21,-1,137,4,3,1,-1,-1,23,132,55,55,76,69,41,2,-1,1,2,-1,-1,-1
4,nutritionfacts.org,https://nutritionfacts.org/audio/new-research-on-cholesterol/,Reliable,2,-1,193,35,35,138,21,-1,-1,3,51,13,1,1,38,28,200,11,3,-1,18,3,446,68,7,187,-1,-1,21,1,114,1,2,2,-1,-1,12,83,47,53,46,49,42,4,-1,1,-1,-1,-1,-1
5,nutritionfacts.org,https://nutritionfacts.org/audio/dealing-with-eczema/,Reliable,2,-1,201,20,20,129,14,-1,-1,1,39,19,2,-1,24,34,168,14,6,-1,13,3,424,52,3,151,1,-1,13,1,114,9,-1,-1,-1,-1,15,75,59,45,43,38,25,3,-1,1,1,-1,-1,-1
6,nutritionfacts.org,https://nutritionfacts.org/audio/womens-health-the-best-diet-for-fibroids/,Reliable,1,-1,234,26,26,117,19,1,-1,1,33,14,3,3,40,32,221,19,7,-1,27,3,405,43,5,256,-1,-1,15,-1,101,7,-1,1,-1,-1,11,95,36,41,55,59,21,2,-1,1,-1,-1,-1,-1
7,nutritionfacts.org,https://nutritionfacts.org/audio/diet-and-autism/,Reliable,1,-1,287,32,32,174,32,-1,-1,3,31,20,7,-1,34,26,211,12,2,-1,44,4,497,118,4,197,-1,-1,22,-1,139,4,-1,2,1,-1,33,124,46,55,44,51,75,2,9,1,-1,-1,-1,-1
8,nutritionfacts.org,https://nutritionfacts.org/audio/do-we-need-an-annual-check-up/,Reliable,4,-1,161,34,34,102,14,-1,-1,2,15,11,1,-1,17,19,161,6,3,-1,22,4,290,45,3,150,-1,-1,17,-1,87,3,-1,4,-1,-1,14,71,38,34,34,43,21,4,-1,1,-1,-1,-1,-1
9,nutritionfacts.org,https://nutritionfacts.org/audio/your-brain-on-cell-phones/,Reliable,1,-1,158,5,5,101,16,-1,-1,2,42,10,8,-1,17,28,133,6,6,-1,23,1,346,65,5,161,-1,-1,16,-1,84,3,-1,1,-1,-1,15,73,20,35,39,40,41,2,1,1,3,-1,-1,-1
10,nutritionfacts.org,https://nutritionfacts.org/audio/is-your-toothpaste-safe/,Reliable,1,-1,188,17,17,113,23,-1,-1,2,29,18,1,2,44,23,174,10,7,-1,29,1,359,74,4,145,-1,-1,13,-1,89,4,1,1,-1,-1,13,80,35,57,34,43,28,2,2,1,-1,-1,-1,-1
11,nutritionfacts.org,https://nutritionfacts.org/audio/dr-gregers-daily-dozen/,Reliable,1,-1,157,10,10,96,10,-1,-1,1,30,10,2,-1,37,19,129,2,5,-1,18,-1,273,42,4,172,1,-1,21,-1,84,1,-1,1,1,1,4,91,21,33,38,39,16,3,-1,1,1,-1,-1,-1
12,nutritionfacts.org,https://nutritionfacts.org/audio/to-pee-or-not-to-pee/,Reliable,-1,-1,205,4,4,134,10,-1,-1,3,44,15,3,-1,22,19,164,10,8,-1,22,-1,429,63,5,211,-1,-1,18,-1,108,3,1,2,-1,-1,16,83,47,55,49,52,35,2,1,1,-1,-1,-1,-1
13,nutritionfacts.org,https://nutritionfacts.org/2015/08/13/how-walnuts-can-improve-artery-function/,Reliable,-1,-1,40,3,3,28,6,1,-1,-1,22,1,-1,-1,3,7,41,3,-1,-1,8,-1,90,27,2,44,-1,-1,2,-1,19,1,1,-1,-1,-1,-1,19,17,11,9,11,4,-1,-1,-1,-1,-1,-1,-1
14,nutritionfacts.org,https://nutritionfacts.org/2014/08/14/how-the-meat-industry-designed-a-highly-misleading-study/,Reliable,3,-1,56,8,8,39,7,-1,-1,-1,24,5,-1,1,7,3,44,1,-1,-1,9,2,157,55,5,31,-1,1,-1,-1,29,3,-1,1,-1,-1,2,22,14,27,20,15,20,-1,-1,-1,-1,-1,-1,-1
15,consortiumnews.com,https://consortiumnews.com/2015/08/19/the-honduran-coups-ugly-aftermath/,Reliable,3,-1,56,5,5,49,1,-1,-1,1,25,2,-1,-1,10,10,102,1,3,-1,2,-1,169,117,3,86,-1,-1,2,-1,27,-1,-1,1,-1,-1,1,12,42,24,23,15,5,-1,-1,-1,-1,-1,-1,-1
16,christianpost.com,https://www.christianpost.com/news/veggietales-creator-bankruptcy-humbled-me-killed-my-idol-50119/,Reliable,-1,-1,43,-1,1,47,1,-1,-1,-1,9,1,-1,-1,-1,4,34,-1,1,-1,6,-1,107,92,2,35,-1,-1,6,1,24,-1,-1,-1,-1,-1,3,37,51,21,12,7,16,-1,2,-1,-1,-1,-1,-1
17,consortiumnews.com,http://www.consortiumnews.com/2010/121710.html,Reliable,3,16,217,20,20,146,10,1,-1,5,71,-1,-1,-1,79,16,320,3,3,-1,8,-1,511,670,39,251,-1,-1,2,-1,91,4,1,4,-1,-1,3,44,197,76,51,27,17,-1,-1,-1,-1,-1,-1,13
18,consortiumnews.com,http://www.consortiumnews.com/2011/020611.html,Reliable,5,48,211,14,13,146,13,1,-1,9,82,7,-1,-1,22,27,313,5,2,-1,10,-1,446,434,21,301,-1,-1,4,-1,92,3,-1,1,-1,-1,2,52,190,71,78,24,18,-1,-1,1,-1,1,-1,34
19,consortiumnews.com,http://www.consortiumnews.com/2010/122910b.html,Reliable,1,18,151,10,10,128,15,-1,-1,3,53,5,-1,-1,32,21,214,3,2,-1,11,-1,325,303,14,210,-1,-1,1,-1,65,1,1,1,-1,-1,-1,38,144,48,57,17,8,-1,-1,1,-1,-1,-1,15
20,consortiumnews.com,http://www.consortiumnews.com/2011/012911.html,Reliable,2,13,169,13,13,122,19,1,-1,5,44,6,-1,2,37,27,299,6,5,-1,14,-1,446,408,17,184,-1,-1,4,-1,119,1,-1,4,1,-1,1,57,137,69,41,25,14,-1,-1,1,-1,-1,-1,10
21,consortiumnews.com,https://consortiumnews.com/2013/12/17/judge-leons-dirty-climb-to-the-bench/,Reliable,1,-1,123,15,15,97,5,-1,-1,1,44,11,-1,1,32,13,175,1,1,-1,13,-1,351,417,13,128,-1,-1,7,-1,62,-1,-1,6,1,-1,1,60,145,56,28,26,13,2,-1,-1,-1,-1,-1,-1
22,consortiumnews.com,https://consortiumnews.com/2016/07/15/americas-unbridged-racial-divide/,Reliable,-1,-1,66,1,1,56,12,-1,-1,-1,17,4,-1,-1,10,6,101,2,2,-1,8,1,154,130,4,94,-1,-1,7,-1,60,1,2,3,-1,-1,5,20,36,16,20,25,19,-1,-1,-1,-1,-1,-1,-1
23,consortiumnews.com,https://consortiumnews.com/2017/12/11/russia-gates-litany-of-corrections/,Reliable,-1,-1,97,4,4,85,7,-1,-1,4,22,9,-1,2,39,18,203,2,1,1,10,2,385,295,17,142,-1,-1,3,-1,88,2,-1,2,-1,-1,2,35,100,56,46,34,26,1,1,-1,-1,-1,-1,-1
24,consortiumnews.com,https://consortiumnews.com/2015/03/20/how-mandela-and-s-africa-were-freed-2/,Reliable,-1,-1,83,5,5,42,5,-1,-1,1,17,5,-1,1,15,2,97,1,2,-1,3,-1,187,134,4,58,-1,-1,2,-1,53,2,-1,2,-1,-1,3,20,33,17,23,16,18,-1,-1,1,-1,-1,-1,-1
25,consortiumnews.com,https://consortiumnews.com/2011/11/09/who-is-judge-richard-leon/,Reliable,3,-1,120,11,11,93,11,1,-1,4,53,6,-1,-1,28,10,161,-1,2,-1,10,-1,320,395,12,131,-1,-1,3,-1,57,-1,-1,5,1,-1,-1,59,133,52,27,27,9,1,-1,-1,-1,-1,-1,-1
26,consortiumnews.com,https://consortiumnews.com/2014/07/08/turning-japan-back-toward-militarism/,Reliable,-1,-1,150,9,9,137,19,-1,-1,1,8,17,9,3,12,14,169,2,4,1,11,-1,252,267,13,104,-1,1,15,-1,92,-1,-1,6,-1,-1,11,60,45,62,22,30,39,1,2,1,-1,-1,-1,-1
27,consortiumnews.com,https://consortiumnews.com/2015/08/31/ron-paul-and-lost-lessons-of-war/,Reliable,-1,-1,114,4,4,100,2,-1,-1,-1,22,7,-1,1,11,16,219,3,1,-1,26,-1,292,302,27,118,-1,-1,4,-1,101,1,1,1,-1,1,1,42,70,51,40,42,25,1,-1,1,1,-1,-1,-1
28,consortiumnews.com,https://consortiumnews.com/2014/01/21/human-rights-watchs-syria-dilemma/,Reliable,1,-1,33,2,2,25,6,-1,-1,-1,11,2,-1,-1,13,5,58,-1,1,-1,6,-1,116,113,10,38,-1,-1,-1,-1,20,1,-1,-1,-1,-1,-1,16,23,13,12,10,11,-1,-1,-1,-1,-1,-1,-1
29,consortiumnews.com,https://consortiumnews.com/2014/01/24/mlk-and-the-curse-of-moderation/,Reliable,-1,-1,72,1,1,83,12,-1,-1,2,10,6,-1,-1,4,15,130,1,3,-1,16,-1,240,136,12,109,-1,-1,-1,-1,63,-1,-1,-1,-1,-1,1,37,61,27,27,23,15,1,-1,-1,-1,-1,-1,-1
30,consortiumnews.com,https://consortiumnews.com/2013/01/17/the-iraq-war-surge-myth-returns/,Reliable,1,-1,71,5,5,55,4,-1,-1,-1,28,3,-1,2,19,12,122,3,4,-1,6,-1,184,226,8,74,-1,-1,2,-1,59,-1,-1,-1,1,-1,-1,26,66,30,25,15,4,-1,-1,1,-1,-1,-1,-1
31,consortiumnews.com,https://consortiumnews.com/2016/07/14/still-sabotaging-the-iran-nuke-agreement/,Reliable,-1,-1,54,3,3,57,5,-1,-1,1,9,5,-1,2,13,9,170,7,1,-1,19,-1,264,135,7,90,-1,-1,-1,-1,88,5,-1,-1,-1,-1,3,49,36,42,30,31,28,1,-1,1,-1,-1,-1,-1
32,consortiumnews.com,https://consortiumnews.com/2013/04/18/the-power-of-false-narratives/,Reliable,-1,-1,107,8,8,85,6,-1,-1,1,30,7,-1,-1,31,27,222,1,-1,-1,26,-1,296,270,29,195,-1,-1,4,1,87,1,-1,1,1,-1,2,40,86,47,48,39,24,-1,-1,-1,1,-1,-1,-1
33,consortiumnews.com,https://consortiumnews.com/2015/03/20/netanyahu-too-dishonest-by-half/,Reliable,-1,-1,50,1,1,34,3,2,-1,1,5,5,-1,-1,10,10,95,3,2,-1,5,-1,134,89,13,42,-1,-1,-1,-1,47,1,-1,1,-1,-1,2,25,36,14,13,17,10,-1,-1,-1,-1,-1,-1,-1
34,consortiumnews.com,https://consortiumnews.com/2012/03/06/mother-of-the-sit-down-strike/,Reliable,-1,-1,70,3,3,41,3,2,-1,1,28,1,-1,-1,14,9,87,3,-1,-1,4,-1,147,115,8,78,-1,-1,6,-1,24,1,-1,2,-1,-1,-1,16,61,19,19,14,4,-1,1,-1,-1,-1,-1,-1
35,consortiumnews.com,https://consortiumnews.com/2011/06/11/teddy-roosevelts-bloodlust/,Reliable,-1,-1,39,3,3,42,4,1,-1,1,20,1,-1,-1,8,6,74,1,-1,-1,2,-1,108,103,10,35,-1,-1,1,-1,33,-1,1,2,1,-1,-1,12,36,8,13,10,11,-1,-1,-1,-1,-1,-1,-1
36,consortiumnews.com,https://consortiumnews.com/2016/10/25/women-call-for-israel-palestine-peace/,Reliable,-1,-1,80,1,1,73,6,-1,-1,-1,35,2,-1,-1,10,6,99,-1,1,-1,7,1,157,187,9,81,-1,-1,4,-1,44,2,1,2,1,-1,1,34,45,20,16,19,8,-1,-1,-1,-1,-1,-1,-1
37,consortiumnews.com,https://consortiumnews.com/2013/03/29/the-two-views-of-jesuss-murder/,Reliable,-1,-1,53,8,8,61,2,-1,-1,1,10,3,-1,1,1,2,87,-1,-1,-1,5,-1,140,162,10,61,-1,-1,4,-1,33,1,-1,-1,1,-1,-1,21,63,23,25,14,16,-1,-1,-1,-1,-1,-1,-1
38,consortiumnews.com,https://consortiumnews.com/2015/01/12/the-sorry-record-of-a-muslim-basher/,Reliable,5,-1,145,12,12,89,5,-1,1,-1,50,5,-1,1,35,16,175,3,2,-1,8,-1,274,346,37,150,1,-1,5,-1,94,1,-1,1,-1,-1,2,45,118,70,35,26,26,-1,-1,1,-1,-1,-1,-1
39,consortiumnews.com,https://consortiumnews.com/2015/09/14/in-case-you-missed-52/,Reliable,-1,-1,77,-1,-1,5,2,-1,-1,-1,72,-1,-1,-1,2,1,17,-1,-1,-1,-1,1,20,198,15,10,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,3,3,11,2,6,5,-1,-1,-1,-1,-1,-1,-1
40,consortiumnews.com,https://consortiumnews.com/2011/10/07/why-afghanistan-really-fell-apart/,Reliable,4,-1,152,12,12,139,4,-1,-1,4,57,10,-1,-1,26,23,268,2,1,-1,29,-1,428,502,31,136,-1,-1,4,-1,108,1,1,1,2,-1,2,62,148,60,46,24,13,1,-1,1,-1,-1,-1,-1
41,consortiumnews.com,https://consortiumnews.com/2016/12/14/the-rise-of-white-racial-nationalism/,Reliable,-1,-1,60,6,6,64,7,1,-1,-1,20,3,-1,-1,7,6,139,8,-1,-1,6,1,172,127,7,52,-1,-1,1,-1,46,2,-1,1,-1,-1,1,21,25,22,11,10,18,1,-1,1,-1,-1,-1,-1
42,consortiumnews.com,https://consortiumnews.com/2011/06/24/the-lie-behind-the-afghan-war/,Reliable,6,-1,108,4,4,80,9,1,-1,3,42,9,2,-1,19,12,172,2,1,-1,18,-1,228,257,3,106,-1,-1,2,-1,74,1,-1,2,-1,-1,1,48,100,43,32,15,10,-1,-1,-1,-1,-1,-1,-1
43,consortiumnews.com,https://consortiumnews.com/2018/01/11/trump-lashes-pakistan-over-afghan-war/,Reliable,1,-1,59,2,2,91,20,-1,-1,1,21,-1,-1,-1,5,11,132,3,2,1,20,-1,194,217,6,75,-1,-1,12,-1,69,1,-1,-1,2,-1,6,39,42,26,17,21,21,-1,-1,-1,-1,-1,-1,-1
44,consortiumnews.com,https://consortiumnews.com/2017/12/22/why-loss-of-net-neutrality-hurts-democracy/,Reliable,-1,-1,80,2,2,116,28,-1,-1,-1,10,6,-1,1,9,22,162,7,3,-1,19,-1,289,128,7,114,-1,-1,8,-1,104,2,-1,3,-1,-1,6,74,32,41,38,38,21,-1,1,-1,1,-1,-1,-1
45,consortiumnews.com,https://consortiumnews.com/2017/06/30/is-trump-making-up-syria-sarin-claims/,Reliable,-1,-1,157,6,6,127,16,-1,-1,-1,14,25,13,-1,4,23,145,3,6,-1,20,5,332,149,12,83,-1,-1,31,-1,111,1,-1,2,1,1,15,81,52,50,34,40,62,3,2,-1,-1,-1,-1,-1
46,consortiumnews.com,https://consortiumnews.com/2017/08/16/taking-nuclear-war-seriously/,Reliable,-1,-1,50,2,2,99,20,-1,-1,-1,17,8,-1,-1,11,10,103,1,4,1,5,-1,172,203,5,61,1,-1,5,-1,69,1,-1,3,-1,-1,4,27,35,32,21,25,20,1,-1,-1,-1,-1,-1,-1
47,consortiumnews.com,https://consortiumnews.com/2017/01/08/the-lefts-challenge-in-age-of-trump/,Reliable,-1,-1,335,18,18,158,39,-1,-1,-1,19,21,3,5,22,21,237,5,2,-1,14,12,429,266,9,178,1,-1,29,-1,137,1,-1,1,-1,-1,29,109,56,87,48,72,62,4,7,1,1,-1,-1,-1
48,consortiumnews.com,https://consortiumnews.com/2017/06/23/palestinians-still-demand-human-rights/,Reliable,-1,-1,137,1,1,156,49,-1,-1,-1,51,8,-1,-1,2,18,130,2,7,-1,6,2,274,135,12,104,-1,-1,30,-1,98,-1,-1,1,-1,-1,23,66,50,56,34,32,33,1,1,-1,-1,-1,-1,-1
49,consortiumnews.com,https://consortiumnews.com/2017/12/22/the-strangelovian-russia-gate-myth/,Reliable,-1,-1,120,3,3,68,14,-1,-1,4,4,2,-1,-1,45,16,194,3,1,-1,9,-1,317,116,5,98,-1,-1,1,-1,45,-1,-1,2,3,-1,1,31,20,42,32,18,31,-1,-1,1,2,1,-1,-1
50,consortiumnews.com,https://consortiumnews.com/2017/08/16/cataclysmic-risks-of-north-korean-crisis/,Reliable,-1,-1,74,2,2,167,30,-1,-1,1,31,11,-1,-1,21,18,187,9,2,-1,30,-1,318,345,33,123,-1,1,3,-1,104,1,-1,7,1,-1,5,77,68,56,32,32,25,-1,-1,-1,-1,-1,-1,-1
51,consortiumnews.com,https://consortiumnews.com/2017/01/09/europes-mixed-feelings-about-trump/,Reliable,1,-1,63,2,2,38,6,-1,-1,-1,10,2,-1,4,4,15,131,3,2,1,8,-1,149,150,3,75,-1,-1,-1,-1,47,1,-1,1,-1,-1,-1,21,37,27,15,10,16,-1,-1,-1,-1,-1,-1,-1
52,consortiumnews.com,https://consortiumnews.com/2017/10/02/trumps-hurt-feelings-over-puerto-rico/,Reliable,1,-1,64,1,1,119,27,-1,-1,-1,42,9,-1,-1,6,8,95,3,2,-1,7,3,246,256,5,85,-1,-1,7,-1,66,-1,-1,3,2,-1,5,55,54,39,21,36,19,-1,-1,-1,-1,-1,-1,-1
53,consortiumnews.com,https://consortiumnews.com/2015/01/27/backdoor-scheme-against-net-neutrality/,Reliable,2,-1,69,4,4,47,5,-1,-1,2,17,5,2,-1,13,9,107,2,2,-1,7,-1,175,204,9,74,-1,-1,1,-1,40,-1,-1,-1,1,-1,-1,32,22,28,7,20,29,-1,1,-1,-1,-1,-1,-1
54,consortiumnews.com,https://consortiumnews.com/2017/10/02/a-challenge-or-matching-grant/,Reliable,1,-1,12,3,3,10,3,-1,-1,-1,8,-1,-1,-1,4,1,12,-1,-1,-1,2,-1,21,43,-1,5,-1,-1,1,-1,5,-1,-1,-1,1,-1,-1,4,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1
55,consortiumnews.com,https://consortiumnews.com/2017/10/02/galveston-biolabs-amid-global-warming/,Reliable,-1,-1,214,8,8,226,21,2,-1,7,93,28,-1,-1,17,46,251,9,8,-1,31,2,690,526,17,290,-1,-1,14,-1,153,1,-1,9,-1,-1,6,59,234,74,98,35,47,3,-1,-1,-1,-1,-1,-1
56,consortiumnews.com,https://consortiumnews.com/2017/10/05/political-fig-leaf-after-las-vegas-slaughter/,Reliable,-1,-1,32,1,1,56,10,-1,-1,1,19,13,-1,-1,24,18,84,4,2,-1,6,2,152,69,9,48,-1,-1,4,-1,55,1,-1,3,1,2,-1,24,12,27,24,17,20,-1,-1,-1,-1,1,-1,-1
57,consortiumnews.com,https://consortiumnews.com/2017/10/03/pilger-criticizes-ken-burnss-the-vietnam-war/,Reliable,-1,-1,65,-1,-1,81,17,-1,-1,1,17,6,-1,-1,4,10,96,-1,2,-1,4,-1,170,166,6,58,-1,-1,3,-1,57,-1,-1,-1,-1,-1,6,32,50,31,24,15,15,-1,-1,-1,-1,-1,-1,-1
58,christianpost.com,https://www.christianpost.com/news/what-are-the-8-types-of-jihad-former-radical-muslim-explains-179338/,Reliable,-1,20,31,3,3,45,2,-1,1,-1,8,2,-1,-1,1,6,45,-1,2,1,1,-1,84,80,21,65,-1,-1,5,-1,16,-1,-1,-1,2,-1,-1,18,25,14,10,19,11,-1,1,-1,-1,-1,-1,16
59,christianpost.com,https://www.christianpost.com/news/wikileaks-hillary-clinton-mock-evangelicals-and-conservative-catholics-podesta-email-palmieri-halpin-170718/,Reliable,-1,16,26,7,7,28,4,-1,-1,-1,12,1,-1,1,-1,2,41,-1,1,-1,3,-1,62,121,6,27,-1,-1,-1,-1,15,-1,-1,1,2,-1,-1,4,16,8,13,6,10,-1,-1,-1,-1,-1,-1,10
60,christianpost.com,https://www.christianpost.com/news/first-named-larry-nassar-abuse-survivor-rachael-denhollander-preaches-gospel-to-disgraced-doctor-215129/,Reliable,-1,15,43,2,2,32,1,-1,-1,-1,18,-1,-1,-1,2,9,45,1,2,-1,2,-1,106,79,2,20,-1,-1,6,-1,19,-1,-1,-1,3,-1,2,16,37,16,14,10,13,-1,-1,-1,-1,-1,-1,11
61,christianpost.com,https://www.christianpost.com/news/evangelical-trump-supporters-are-betraying-their-values-russell-moore-says-145575/,Reliable,-1,19,51,4,4,42,8,-1,-1,4,9,3,-1,-1,7,6,53,1,1,-1,3,-1,117,169,9,52,-1,-1,6,-1,26,1,-1,-1,2,-1,2,21,29,24,7,7,34,1,-1,-1,-1,-1,-1,15
62,christianpost.com,https://www.christianpost.com/news/left-behind-in-the-mainline-witnessing-within-the-united-methodist-church-131848/,Reliable,-1,13,36,3,3,30,7,-1,-1,4,11,1,-1,-1,2,9,75,-1,-1,-1,4,-1,93,107,3,48,-1,-1,1,-1,33,-1,-1,-1,1,-1,-1,20,24,13,5,16,9,-1,-1,-1,-1,-1,-1,9
63,christianpost.com,https://www.christianpost.com/news/refugees-migrants-muslims-germany-attacks-jews-148653/,Reliable,-1,18,27,4,4,30,2,-1,-1,-1,11,3,-1,-1,4,10,34,1,-1,-1,4,-1,63,96,6,36,-1,-1,1,-1,19,1,-1,1,2,-1,1,10,23,15,4,13,10,-1,-1,-1,-1,-1,-1,6
64,christianpost.com,https://www.christianpost.com/news/women-are-committing-suicide-by-the-hundreds-to-escape-isis-sex-slavery-146990/,Reliable,-1,13,44,5,5,29,8,-1,-1,-1,11,3,-1,-1,6,4,46,2,-1,-1,1,-1,96,90,4,58,-1,-1,-1,-1,8,-1,-1,1,5,-1,1,8,35,23,10,10,6,-1,-1,-1,-1,-1,-1,6
65,christianpost.com,https://www.christianpost.com/news/florida-teacher-bans-cross-necklaces-in-class-promotes-lgbt-day-of-silence-181167/,Reliable,-1,31,58,2,2,35,2,-1,-1,1,12,1,-1,-1,5,5,53,2,-1,-1,3,-1,163,131,-1,65,-1,-1,-1,2,23,1,-1,2,-1,-1,-1,11,31,23,14,23,24,-1,-1,-1,-1,-1,-1,18
66,christianpost.com,https://www.christianpost.com/news/children-must-be-taught-transgenderism-homosexuality-nursury-school-uk-teachers-say-181006/,Reliable,-1,15,28,2,2,22,2,-1,-1,-1,6,2,-1,-1,3,6,28,-1,-1,-1,1,1,79,70,1,45,-1,-1,-1,-1,17,-1,-1,1,-1,-1,-1,3,16,13,10,10,6,-1,-1,-1,-1,-1,-1,11
67,christianpost.com,https://www.christianpost.com/news/falling-out-of-love-does-not-justify-divorce-john-piper-212722/,Reliable,-1,22,31,2,2,24,2,-1,-1,1,9,3,-1,-1,1,3,29,1,1,-1,1,-1,95,36,-1,19,-1,-1,-1,-1,20,1,-1,-1,2,-1,1,9,13,17,9,12,8,-1,-1,1,-1,-1,-1,8
68,christianpost.com,https://www.christianpost.com/news/young-americans-cheat-on-spouses-less-often-than-older-americans-study-finds-190930/,Reliable,-1,19,49,-1,-1,34,2,-1,-1,-1,20,1,-1,2,3,18,60,14,1,-1,5,-1,101,54,16,66,-1,-1,-1,-1,28,4,-1,-1,-1,-1,-1,9,29,26,16,10,11,-1,-1,-1,-1,-1,-1,13
69,consortiumnews.com,https://consortiumnews.com/2016/04/10/would-a-clinton-win-mean-more-wars/,Reliable,-1,-1,126,15,15,104,6,-1,-1,2,16,7,-1,-1,39,32,254,6,3,-1,39,-1,370,402,32,149,-1,-1,4,-1,98,2,-1,3,4,-1,1,69,85,74,41,35,35,-1,3,2,-1,1,-1,-1
70,consortiumnews.com,https://consortiumnews.com/2016/04/01/cleaning-up-hillarys-libyan-mess/,Reliable,1,-1,81,1,1,57,3,-1,-1,-1,26,4,-1,-1,6,25,122,4,3,-1,6,-1,235,219,14,101,-1,-1,5,-1,52,-1,-1,-1,-1,-1,-1,26,69,48,21,23,19,1,1,-1,-1,-1,-1,-1
71,consortiumnews.com,https://consortiumnews.com/2016/04/02/how-israeli-propaganda-succeeds/,Reliable,-1,-1,97,13,13,69,5,-1,-1,-1,21,4,-1,3,12,11,184,1,-1,-1,7,-1,251,201,37,91,-1,-1,3,-1,35,-1,1,1,5,-1,-1,28,32,36,19,34,34,1,1,-1,-1,-1,-1,-1
72,consortiumnews.com,https://consortiumnews.com/2015/11/12/fresh-twists-in-the-lockerbie-case/,Reliable,1,-1,202,16,16,160,6,-1,-1,5,84,9,1,-1,37,35,250,7,2,-1,10,-1,556,550,24,179,-1,-1,4,-1,112,5,2,2,1,-1,1,20,216,58,87,22,26,-1,1,1,-1,-1,-1,-1
73,consortiumnews.com,https://consortiumnews.com/2015/11/12/new-pressures-for-mideast-peace/,Reliable,-1,-1,72,6,6,37,6,-1,-1,-1,13,2,-1,3,20,16,163,4,-1,-1,8,-1,179,112,14,59,-1,-1,-1,-1,57,2,1,1,-1,-1,-1,31,16,39,17,42,12,-1,-1,-1,-1,-1,-1,-1
74,consortiumnews.com,https://consortiumnews.com/2015/11/12/netanyahu-ups-the-us-ante/,Reliable,4,-1,55,3,3,46,6,-1,-1,-1,64,4,-1,-1,3,8,73,2,3,-1,3,-1,134,175,6,97,-1,-1,-1,-1,37,-1,1,-1,1,-1,-1,12,48,34,10,12,20,1,-1,-1,1,-1,-1,-1
75,consortiumnews.com,https://consortiumnews.com/2015/11/11/separating-war-from-the-vets-2/,Reliable,-1,-1,91,2,2,54,7,-1,-1,1,7,7,1,1,2,14,100,3,2,-1,6,-1,155,82,10,83,-1,-1,5,-1,60,1,1,1,-1,-1,3,23,22,23,22,14,17,1,-1,-1,-1,-1,-1,-1
76,consortiumnews.com,https://consortiumnews.com/2015/11/13/gulf-states-slip-out-of-war-on-isis/,Reliable,-1,-1,34,1,1,26,1,-1,-1,-1,2,4,-1,-1,4,7,61,1,2,-1,3,-1,86,93,8,43,-1,-1,-1,-1,35,1,-1,-1,-1,-1,-1,11,16,14,17,10,11,-1,-1,-1,-1,-1,-1,-1
77,consortiumnews.com,https://consortiumnews.com/2015/11/11/rubios-big-time-military-build-up/,Reliable,9,-1,83,14,14,84,11,-1,-1,5,45,4,-1,-1,20,10,194,6,4,4,7,2,347,217,12,148,-1,-1,2,-1,42,2,-1,1,1,-1,2,89,29,53,21,40,22,-1,-1,-1,-1,-1,-1,-1
78,consortiumnews.com,https://consortiumnews.com/2016/03/11/hillarys-double-standard-on-protests/,Reliable,-1,-1,60,4,4,41,5,-1,-1,-1,12,3,-1,-1,6,11,62,1,-1,-1,3,-1,139,130,9,35,-1,-1,4,-1,39,-1,-1,1,-1,-1,-1,19,50,32,11,14,10,1,-1,-1,-1,-1,-1,-1
